Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Ballantyne, Hayden",7,2,4,11,,,,3.0,,5.0,,2.0,3.0,1.0,,4.0,7.0,,,2.0,,1.0,85.0
21,"Barlow, Michael",17,3,14,31,1,,1.0,7.0,,5.0,4.0,2.0,1.0,,2.0,15.0,14.0,1.0,,,,,65.0
30,"Clarke, Zac",11,6,6,17,,,28.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,,7.0,8.0,1.0,,2.0,,,81.0
15,"Crowley, Ryan",6,3,8,14,,1.0,,,,3.0,,4.0,,3.0,,5.0,9.0,1.0,1.0,3.0,,1.0,95.0
17 ↑,"Crozier, Hayden",7,4,,7,1,,,,1.0,1.0,,,,,,,7.0,,1.0,,,1.0,23.0
3,"Dawson, Zac",1,2,6,7,,,,2.0,,,,1.0,1.0,,,6.0,4.0,,,10.0,,,92.0
9,"de Boer, Matt",10,3,10,20,1,1.0,,11.0,,3.0,4.0,1.0,2.0,,,9.0,12.0,,1.0,1.0,,1.0,86.0
41,"Duffield, Paul",12,4,7,19,,,,2.0,1.0,2.0,1.0,,,,,5.0,12.0,,,2.0,,,94.0
7,"Fyfe, Nat",22,7,6,28,1,1.0,3.0,3.0,1.0,4.0,7.0,4.0,,3.0,3.0,14.0,14.0,1.0,2.0,1.0,1.0,,82.0
38 ↓,"Hannath, Jack",4,2,1,5,1,,2.0,3.0,,1.0,,1.0,1.0,1.0,,5.0,,2.0,1.0,2.0,,,58.0
32,"Hill, Stephen",7,,10,17,,,1.0,3.0,2.0,1.0,7.0,1.0,,1.0,,14.0,7.0,,,4.0,,,75.0
5,"Ibbotson, Garrick",16,10,11,27,,,,1.0,6.0,2.0,1.0,4.0,2.0,1.0,1.0,10.0,17.0,1.0,,4.0,1.0,,99.0
37,"Johnson, Michael",20,11,2,22,1,1.0,,1.0,4.0,1.0,,2.0,1.0,,,4.0,17.0,,1.0,5.0,,,100.0
23,"Mayne, Chris",6,4,11,17,1,,,6.0,1.0,,,5.0,2.0,3.0,,7.0,10.0,1.0,1.0,2.0,,2.0,85.0
18,"McPharlin, Luke",16,13,8,24,,,2.0,,6.0,1.0,,4.0,,1.0,,6.0,16.0,,,5.0,1.0,,97.0
13,"Mzungu, Tendai",9,3,8,17,,,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,,9.0,9.0,,1.0,,1.0,,76.0
46,"Pearce, Clancee",9,4,3,12,,,1.0,3.0,2.0,1.0,1.0,2.0,,,,1.0,11.0,,,2.0,,,85.0
6,"Pearce, Danyle",10,,5,15,,1.0,,6.0,,5.0,4.0,2.0,1.0,,,4.0,10.0,,,,,,75.0
34,"Spurr, Lee",10,5,9,19,,,,3.0,3.0,,1.0,2.0,,1.0,,7.0,11.0,,2.0,3.0,,,97.0
8,"Suban, Nick",9,1,5,14,2,,,5.0,1.0,3.0,2.0,3.0,2.0,1.0,,5.0,9.0,,,1.0,,,76.0
42,"Taberner, Matthew",2,1,6,8,,,,6.0,,1.0,,3.0,,1.0,,4.0,4.0,,,,,,86.0
10,"Walters, Michael",7,3,5,12,1,,,6.0,,3.0,,2.0,,1.0,,5.0,7.0,,,2.0,1.0,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,91,145,363,10,7.0,39.0,78.0,30.0,47.0,35.0,49.0,20.0,21.0,6.0,146.0,215.0,8.0,11.0,51.0,5.0,6.0,
Opposition,Opposition,197,87,150,347,4,5.0,52.0,82.0,35.0,36.0,32.0,49.0,21.0,20.0,,139.0,208.0,5.0,6.0,39.0,,3.0,
