Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
3,"Bizzell, Clint",25y 347d,84 (37-1-46 44.64%),73 (0.87),9 (5-0-4 55.56%),1 (0.11)
20,"Broadbridge, Troy",21y 248d,22 (10-0-12 45.45%),2 (0.09),←,
25,"Brown, Nathan",25y 300d,42 (20-0-22 47.62%),13 (0.31),←,
32,"Bruce, Cameron",22y 253d,52 (28-0-24 53.85%),61 (1.17),←,
4,"Ellis, Craig",27y 6d,115 (60-1-54 52.61%),7 (0.06),8 (4-0-4 50.00%),1 (0.13)
18,"Green, Brad",21y 89d,51 (28-0-23 54.90%),80 (1.57),←,
16,"Johnstone, Travis",21y 328d,56 (26-0-30 46.43%),45 (0.80),←,
11,"Jolly, Darren",20y 216d,9 (5-0-4 55.56%),4 (0.44),←,
36,"Leoncelli, Andrew",27y 328d,117 (54-0-63 46.15%),56 (0.48),←,
23,"McDonald, James",25y 248d,84 (42-0-42 50.00%),30 (0.36),←,
9,"Neitz, David",27y 139d,191 (88-0-103 46.07%),302 (1.58),←,
8,"Nicholson, Alistair",24y 98d,63 (33-0-30 52.38%),3 (0.05),←,
7,"Powell, Stephen",25y 276d,64 (40-1-23 63.28%),59 (0.92),34 (21-0-13 61.76%),38 (1.12)
24,"Robertson, Russell",23y 198d,87 (45-0-42 51.72%),123 (1.41),←,
5,"Schwarz, David",29y 321d,171 (79-1-91 46.49%),242 (1.42),←,
42,"Walsh, Peter",25y 321d,62 (32-0-30 51.61%),13 (0.21),←,
10,"Ward, Daniel",24y 336d,55 (23-0-32 41.82%),16 (0.29),←,
45,"Whelan, Matthew",22y 209d,36 (19-0-17 52.78%),4 (0.11),←,
34,"White, Jeff",25y 111d,132 (64-0-68 48.48%),63 (0.48),100 (51-0-49 51.00%),45 (0.45)
26,"Williams, Luke",22y 163d,20 (11-0-9 55.00%),5 (0.25),←,
22,"Woewodin, Shane",25y 333d,125 (57-0-68 45.60%),54 (0.43),←,
13,"Yze, Adem",24y 262d,152 (68-0-84 44.74%),110 (0.72),←,
Totals,Totals,24y 250d,1790 (869-4-917 48.55%),1365 (0.76),,
C,"Daniher, Neale",41y 115d,105 (54-0-51 51.43%),,←,
