North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Comben, Charlie",15,10,3,18,,,,,5.0,,,1.0,1.0,1.0,,6.0,11.0,2.0,,11.0,1.0,,96.0
4,"Corr, Aidan",12,7,2,14,,,,1.0,5.0,,,1.0,,,,,12.0,,,6.0,,,86.0
25,"Curtis, Paul",9,5,3,12,1,1.0,,5.0,,1.0,,4.0,1.0,1.0,,9.0,3.0,2.0,1.0,1.0,,1.0,84.0
5,"Daniel, Caleb",21,4,9,30,,,,1.0,3.0,2.0,,3.0,,1.0,,3.0,19.0,,,1.0,1.0,2.0,83.0
28,"Darling, Jack",6,5,3,9,,,3.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,,6.0,4.0,1.0,,1.0,,,73.0
9,"Davies-Uniacke, Luke",14,6,12,26,,,,4.0,1.0,4.0,7.0,5.0,,1.0,,12.0,15.0,,,,,,85.0
16 ↑,"Fisher, Zac",3,1,3,6,,,,1.0,,1.0,1.0,,,,,4.0,2.0,,,,,,26.0
17,"Hardeman, Riley",20,10,8,28,,,,,6.0,5.0,1.0,2.0,,,,4.0,23.0,,,3.0,2.0,,78.0
41,"Konstanty, Jacob",7,3,1,8,1,,,6.0,,1.0,,3.0,,,,1.0,5.0,,2.0,1.0,,,67.0
20,"Larkey, Nick",7,4,2,9,1,1.0,,,,1.0,,,1.0,,,6.0,3.0,2.0,2.0,2.0,,1.0,100.0
39 ↓,"Maley, Finnbar",5,4,4,9,,1.0,,,,3.0,,1.0,1.0,,,4.0,5.0,,1.0,2.0,,,46.0
11,"McDonald, Luke",11,7,7,18,,,,2.0,3.0,2.0,1.0,1.0,,,,5.0,12.0,,,5.0,,1.0,83.0
10,"McKercher, Colby",8,3,5,13,,,,,2.0,2.0,4.0,2.0,,1.0,,10.0,5.0,1.0,,2.0,,1.0,78.0
2,"OSullivan, Finn",13,4,,13,,,,1.0,2.0,2.0,1.0,1.0,,,,3.0,11.0,,,2.0,,,78.0
26,"Parker, Luke",8,2,8,16,,1.0,,2.0,,2.0,1.0,4.0,1.0,3.0,,7.0,11.0,,,2.0,,,71.0
32,"Pink, Toby",7,7,6,13,,,,2.0,2.0,1.0,1.0,3.0,1.0,2.0,,5.0,10.0,1.0,,6.0,,,96.0
24,"Powell, Tom",18,5,10,28,1,1.0,,3.0,3.0,4.0,4.0,4.0,1.0,1.0,,7.0,19.0,,,1.0,,,88.0
3,"Sheezel, Harry",12,8,8,20,,,,1.0,,5.0,5.0,1.0,1.0,,,9.0,11.0,1.0,,,,,85.0
12,"Simpkin, Jy",9,2,14,23,1,1.0,,4.0,,4.0,7.0,4.0,2.0,2.0,,11.0,12.0,,1.0,,,,82.0
15,"Stephens, Dylan",16,12,7,23,,1.0,,3.0,5.0,2.0,1.0,5.0,2.0,1.0,,7.0,16.0,,,1.0,1.0,1.0,90.0
6,"Wardlaw, George",8,1,3,11,,,,4.0,,2.0,1.0,2.0,1.0,,,4.0,8.0,,,,,,65.0
38,"Xerri, Tristan",5,1,12,17,1,,31.0,3.0,2.0,1.0,7.0,3.0,1.0,2.0,,18.0,,1.0,,4.0,,,82.0
44,"Zurhaar, Cameron",7,4,,7,3,,,4.0,,1.0,,2.0,,,,4.0,3.0,4.0,2.0,1.0,,,78.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,241,115,130,371,9,9.0,34.0,48.0,41.0,48.0,44.0,57.0,15.0,17.0,,145.0,220.0,15.0,9.0,52.0,5.0,7.0,
Opposition,Opposition,194,76,152,346,15,18.0,29.0,90.0,38.0,58.0,37.0,46.0,17.0,15.0,6.0,118.0,227.0,6.0,13.0,54.0,6.0,12.0,
