Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",21y 245d,45 (18-1-26 41.11%),25 (0.56),←,
50,"Ballantyne, Jon",21y 27d,1 (0-0-1 0.00%),1 (1.00),←,
17,"Charles, Justin",19y 331d,11 (5-0-6 45.45%),,←,
20,"Coleman, Glenn",29y 203d,144 (78-1-65 54.51%),81 (0.56),19 (10-0-9 52.63%),17 (0.89)
41,"Corcoran, Shannon",19y 184d,1 (0-0-1 0.00%),,←,
22,"Cullen, Mark",21y 336d,24 (9-0-15 37.50%),16 (0.67),←,
26,"Del-Re, Danny",22y 194d,14 (7-0-7 50.00%),21 (1.50),←,
12,"Eppelstun, Greg",23y 282d,80 (39-1-40 49.38%),1 (0.01),←,
32,"Foster, Peter",30y 84d,127 (67-2-58 53.54%),50 (0.39),120 (64-2-54 54.17%),48 (0.40)
9,"Georgiades, John",24y 234d,11 (3-0-8 27.27%),21 (1.91),←,
7,"Hawkins, Doug",30y 112d,242 (96-3-143 40.29%),121 (0.50),←,
10,"Hunter, Mark",24y 356d,38 (15-1-22 40.79%),2 (0.05),←,
48,"Kellett, Nigel",20y 250d,5 (0-0-5 0.00%),,←,
21,"Kolyniuk, Steven",20y 51d,30 (14-1-15 48.33%),33 (1.10),←,
11,"McGuinness, Tony",26y 111d,108 (49-2-57 46.30%),106 (0.98),←,
14,"Reynolds, Keenan",21y 230d,17 (10-0-7 58.82%),1 (0.06),←,
33,"Royal, Brian",28y 256d,158 (82-2-74 52.53%),200 (1.27),←,
16,"Wallace, Terry",31y 255d,249 (146-2-101 59.04%),120 (0.48),64 (28-1-35 44.53%),17 (0.27)
24,"Wallis, Stephen",25y 302d,166 (84-2-80 51.20%),40 (0.24),←,
6,"Wigney, Stuart",21y 128d,40 (17-1-22 43.75%),18 (0.45),←,
Totals,Totals,24y 117d,1511 (739-19-753 48.91%),857 (0.57),,
C,"Wheeler, Terry",35y 165d,21 (11-0-10 52.38%),,←,
