Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Akermanis, Jason",8,3,8,16,,2.0,,1.0,,,,,1.0,2.0,,,,,,,,,
10,"Ashcroft, Marcus",7,3,12,19,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
25,"Bews, Andrew",8,3,4,12,,,,2.0,,,,,,,,,,,,,,,
30,"Bourke, Damian",10,5,,10,,,4.0,,,,,,3.0,,,,,,,,,,
5,"Chapman, Nathan",2,,2,4,,,,1.0,,,,,,1.0,,,,,,,,,
16,"Clarke, Matthew",4,6,10,14,,,7.0,,,,,,,2.0,,,,,,,,,
26,"Corcoran, Shannon",2,1,3,5,,,,2.0,,,,,,1.0,,,,,,,,,
20,"Craven, Danny",4,2,5,9,,,,1.0,,,,,1.0,1.0,,,,,,,,,
6,"Fletcher, Adrian",10,3,20,30,1,1.0,,4.0,,,,,,,,,,,,,,,
8,"Gowers, Andrew",7,,1,8,,,,4.0,,,,,2.0,2.0,,,,,,,,,
32,"Hart, Shaun",19,1,8,27,5,1.0,,5.0,,,,,1.0,,,,,,,,,,
44,"Lappin, Nigel",10,3,4,14,2,,,,,,,,,1.0,,,,,,,,,
34,"Lawrence, Steven",14,5,8,22,,,,4.0,,,,,2.0,1.0,,,,,,,,,
23,"Leppitsch, Justin",6,4,,6,1,2.0,,,,,,,,2.0,,,,,,,,,
2,"McAdam, Gilbert",18,8,17,35,2,3.0,1.0,,,,,,2.0,2.0,1.0,,,,,,,,
19,"McLean, Michael",4,1,6,10,,,,4.0,,,,,,,,,,,,,,,
4,"McRae, Craig",3,,1,4,,1.0,,1.0,,,,,,,,,,,,,,,
24,"Merrett, Roger",6,4,,6,1,2.0,,1.0,,,,,,1.0,,,,,,,,,
38,"Scott, Dion",3,1,1,4,,,,,,,,,,,,,,,,,,,
9,"Starcevich, Craig",13,9,2,15,2,2.0,,,,,,,2.0,1.0,,,,,,,,,
33,"White, Darryl",5,4,3,8,,,,1.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,163,66,115,278,14,16.0,12.0,32.0,,,,,15.0,18.0,1.0,,,,,,,,
Opposition,Opposition,208,87,160,368,19,14.0,13.0,19.0,,,,,18.0,15.0,5.0,,,,,,,,
