Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Angwin, Ryan",4,3,7,11,,,,4.0,,2.0,2.0,,,,,4.0,8.0,,,1.0,2.0,,75.0
7,"Ash, Lachie",15,9,11,26,,,,1.0,7.0,4.0,2.0,2.0,,1.0,,5.0,16.0,2.0,,4.0,4.0,,78.0
14,"Bedford, Toby",4,2,10,14,1,,,7.0,,1.0,2.0,2.0,1.0,,,6.0,7.0,,1.0,,,1.0,89.0
32,"Briggs, Kieren",13,1,4,17,1,,34.0,5.0,2.0,3.0,8.0,1.0,1.0,,,9.0,5.0,,,3.0,,,80.0
46,"Brown, Callum",6,5,5,11,,,,1.0,1.0,1.0,,3.0,,,,6.0,5.0,2.0,,3.0,,,78.0
44,"Buckley, Jack",7,4,3,10,,,,2.0,3.0,1.0,,2.0,,,,6.0,6.0,,,10.0,,,100.0
5,"Cadman, Aaron",4,2,,4,,2.0,,1.0,,1.0,,1.0,,1.0,,3.0,2.0,,2.0,1.0,,,62.0
17,"Callaghan, Finn",7,4,11,18,,,,5.0,1.0,3.0,4.0,1.0,,,,6.0,12.0,,,1.0,,1.0,84.0
3,"Coniglio, Stephen",15,3,11,26,,1.0,,5.0,,2.0,7.0,8.0,,2.0,,11.0,14.0,,2.0,2.0,,3.0,84.0
16,"Daniels, Brent",11,1,8,19,3,,,7.0,,2.0,3.0,6.0,2.0,,,10.0,10.0,,1.0,1.0,,,83.0
34 ↑,"Fahey, Josh",1,1,,1,,,,,,,,,,,,,1.0,,,,,,13.0
4,"Greene, Toby",15,9,4,19,4,2.0,,3.0,,4.0,,1.0,2.0,,3.0,7.0,13.0,2.0,5.0,2.0,,,89.0
12,"Green, Tom",16,4,12,28,,,,6.0,3.0,2.0,3.0,3.0,,,,11.0,14.0,,,,,,82.0
23,"Hogan, Jesse",14,10,5,19,,2.0,,6.0,,5.0,,1.0,4.0,,,12.0,7.0,3.0,3.0,2.0,,1.0,88.0
39,"Idun, Connor",12,5,7,19,,,,3.0,4.0,1.0,,2.0,1.0,,1.0,9.0,10.0,1.0,,11.0,1.0,,89.0
25,"Keeffe, Lachlan",3,2,4,7,,,,4.0,,,,2.0,1.0,,,4.0,3.0,1.0,,2.0,,,93.0
38,"Lloyd, Daniel",7,2,7,14,,1.0,,2.0,,1.0,1.0,2.0,,,,6.0,9.0,,,1.0,,,77.0
33,"OHalloran, Xavier",7,1,6,13,,,,2.0,1.0,3.0,1.0,5.0,1.0,3.0,,7.0,8.0,,,1.0,,,90.0
20 ↓,"Peatling, James",4,2,5,9,,,,1.0,,1.0,1.0,2.0,,,,4.0,6.0,,,1.0,,,60.0
36,"Perryman, Harry",13,,6,19,,,,2.0,5.0,2.0,3.0,1.0,,,,8.0,11.0,,,2.0,,1.0,80.0
26,"Riccardi, Jake",6,5,,6,3,,4.0,5.0,1.0,2.0,,2.0,,2.0,,3.0,4.0,2.0,3.0,3.0,,,70.0
8,"Ward, Callan",15,1,4,19,,,,3.0,1.0,4.0,7.0,5.0,2.0,2.0,2.0,10.0,7.0,,,3.0,,1.0,74.0
6,"Whitfield, Lachie",24,5,7,31,,,,1.0,8.0,6.0,,6.0,,1.0,,6.0,17.0,,,,,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,223,81,137,360,12,9.0,38.0,76.0,37.0,51.0,44.0,58.0,15.0,12.0,6.0,153.0,195.0,13.0,17.0,54.0,7.0,8.0,
Opposition,Opposition,205,73,150,355,10,14.0,36.0,62.0,38.0,48.0,36.0,49.0,12.0,15.0,,155.0,193.0,14.0,9.0,46.0,2.0,6.0,
