Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
18,"Cameron, Leon",23y 337d,114 (58-2-54 51.75%),47 (0.41),←,
21,"Campbell, Tony",28y 357d,116 (63-0-53 54.31%),64 (0.55),41 (24-0-17 58.54%),3 (0.07)
14,"Darcy, Luke",21y 23d,20 (5-1-14 27.50%),10 (0.50),←,
3,"Grant, Chris",23y 235d,140 (69-3-68 50.36%),273 (1.95),←,
1,"Grgic, Ilija",24y 152d,61 (32-1-28 53.28%),92 (1.51),←,
29,"Griffin, Daryl",20y 194d,18 (9-1-8 52.78%),,←,
37,"Hargraves, Daniel",20y 193d,30 (12-0-18 40.00%),54 (1.80),←,
6,"Johnson, Brad",20y 17d,48 (18-2-28 39.58%),29 (0.60),←,
4,"Kellett, Nigel",26y 230d,93 (45-2-46 49.46%),41 (0.44),←,
2,"Kolyniuk, Steven",26y 30d,116 (57-1-58 49.57%),127 (1.09),←,
35,"Kretiuk, Steven",24y 31d,57 (31-1-25 55.26%),9 (0.16),←,
27,"Lane, Tyson",19y 345d,11 (5-0-6 45.45%),8 (0.73),←,
39,"Liberatore, Tony",30y 175d,169 (87-3-79 52.37%),81 (0.48),←,
22,"Quill, Peter",26y 347d,60 (30-2-28 51.67%),19 (0.32),←,
36,"Romero, Jose",25y 3d,122 (61-1-60 50.41%),115 (0.94),33 (12-1-20 37.88%),17 (0.52)
5,"Smith, Rohan",23y 65d,71 (34-2-35 49.30%),35 (0.49),←,
24,"Wallis, Stephen",31y 282d,257 (129-4-124 50.97%),57 (0.22),←,
25,"Watts, Jason",25y 6d,48 (21-1-26 44.79%),41 (0.85),←,
7,"West, Scott",21y 264d,75 (35-1-39 47.33%),36 (0.48),←,
45,"Wira, Brad",24y 141d,18 (4-1-13 25.00%),,17 (4-1-12 26.47%),
15,"Wynd, Scott",26y 192d,143 (68-3-72 48.60%),24 (0.17),←,
Totals,Totals,24y 190d,1787 (873-32-882 48.85%),1162 (0.65),,
C,"Wallace, Terry",37y 235d,6 (2-0-4 33.33%),,←,
