Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
28,"Daniher, Darcy",19y 202d,5 (2-0-3 40.00%),,←,
29,"Davey, Alwyn",24y 331d,22 (12-0-10 54.55%),23 (1.05),←,
15,"Dempsey, Courtenay",21y 226d,13 (3-0-10 23.08%),7 (0.54),←,
2,"Dyson, Ricky",23y 195d,67 (24-1-42 36.57%),31 (0.46),←,
31,"Fletcher, Dustin",33y 339d,297 (182-3-112 61.78%),65 (0.22),←,
19,"Hille, David",27y 313d,147 (68-1-78 46.60%),107 (0.73),←,
39,"Hocking, Heath",21y 105d,7 (3-0-4 42.86%),1 (0.14),←,
7,"Jetta, Leroy",20y 279d,23 (12-0-11 52.17%),14 (0.61),←,
18,"Lloyd, Matthew",30y 360d,255 (148-2-105 58.43%),896 (3.51),←,
13,"Lovett, Andrew",26y 151d,69 (22-1-46 32.61%),74 (1.07),←,
25,"Lucas, Scott",31y 102d,259 (144-2-113 55.98%),453 (1.75),←,
6,"Monfries, Angus",22y 82d,75 (25-1-49 34.00%),69 (0.92),←,
23,"Myers, David",19y 285d,10 (5-0-5 50.00%),1 (0.10),←,
17,"Nash, Jay",23y 111d,42 (17-1-24 41.67%),10 (0.24),←,
16,"Pears, Tayte",19y 18d,8 (2-0-6 25.00%),3 (0.38),←,
30,"Ryder, Paddy",21y 28d,55 (21-1-33 39.09%),13 (0.24),←,
21,"Skipworth, Hayden",26y 45d,47 (27-0-20 57.45%),25 (0.53),3 (2-0-1 66.67%),3 (1.00)
20,"Slattery, Henry",23y 79d,55 (21-1-33 39.09%),10 (0.18),←,
5,"Stanton, Brent",22y 345d,101 (36-1-64 36.14%),64 (0.63),←,
4,"Watson, Jobe",24y 62d,75 (29-1-45 39.33%),25 (0.33),←,
8,"Winderlich, Jason",24y 183d,59 (21-0-38 35.59%),23 (0.39),←,
11,"Zaharakis, David",19y 49d,2 (2-0-0 100.00%),,←,
Totals,Totals,23y 359d,1693 (826-16-851 48.79%),1914 (1.13),,
C,"Knights, Matthew",38y 188d,25 (10-0-15 40.00%),,←,
