Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
44,"Bail, Rohan",24y 327d,42 (11-1-30 27.38%),17 (0.40),←,
36,"Davey, Aaron",29y 343d,164 (61-3-100 38.11%),167 (1.02),←,
6,"Dawes, Chris",25y 3d,73 (54-1-18 74.66%),85 (1.16),2 (0-0-2 0.00%),2 (1.00)
14,"Dunn, Lynden",26y 5d,103 (29-2-72 29.13%),90 (0.87),←,
32,"Evans, Michael",20y 310d,10 (2-0-8 20.00%),5 (0.50),←,
8,"Frawley, James",24y 241d,109 (30-1-78 27.98%),3 (0.03),←,
20,"Garland, Colin",25y 21d,88 (22-2-64 26.14%),13 (0.15),←,
37,"Gawn, Max",21y 140d,9 (3-0-6 33.33%),7 (0.78),←,
38,"Howe, Jeremy",22y 324d,43 (10-0-33 23.26%),50 (1.16),←,
40,"Jamar, Mark",29y 283d,130 (45-3-82 35.77%),47 (0.36),←,
39,"Jetta, Neville",23y 96d,39 (9-2-28 25.64%),19 (0.49),←,
45,"Jones, Matt",25y 213d,8 (1-0-7 12.50%),1 (0.13),←,
2,"Jones, Nathan",25y 119d,143 (36-3-104 26.22%),71 (0.50),←,
22,"Magner, James",25y 280d,18 (3-0-15 16.67%),4 (0.22),←,
13,"McKenzie, Jordie",22y 332d,62 (16-1-45 26.61%),9 (0.15),←,
26,"Nicholson, Daniel",22y 198d,25 (6-0-19 24.00%),3 (0.12),←,
30,"Sellar, James",24y 56d,42 (15-0-27 35.71%),13 (0.31),21 (4-0-17 19.05%),10 (0.48)
19,"Strauss, James",22y 339d,21 (6-0-15 28.57%),1 (0.05),←,
35,"Tapscott, Luke",21y 325d,36 (9-1-26 26.39%),8 (0.22),←,
46,"Terlich, Dean",23y 157d,7 (1-0-6 14.29%),,←,
5,"Toumpas, Jimmy",19y 137d,4 (0-0-4 0.00%),,←,
9,"Trengove, Jack",21y 259d,65 (19-2-44 30.77%),32 (0.49),←,
Totals,Totals,24y 22d,1241 (388-22-831 31.27%),645 (0.52),,
C,"Neeld, Mark",41y 310d,30 (5-0-25 16.67%),,←,
