Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Apeness, Michael",1,1,3,4,,,1.0,,,,,2.0,,2.0,,2,2,1.0,,3.0,,1.0,44.0
1,"Ballantyne, Hayden",14,5,8,22,2.0,1.0,,4.0,,2.0,1.0,3.0,2.0,3.0,,7,15,1.0,,,3.0,1.0,89.0
21,"Barlow, Michael",12,6,14,26,1.0,,,6.0,,1.0,4.0,1.0,1.0,,,10,16,,1.0,,,1.0,91.0
19,"Blakely, Connor",12,5,13,25,,,3.0,7.0,1.0,3.0,4.0,,,,,9,16,,,,1.0,,64.0
40,"Collins, Sam",14,11,10,24,,,,1.0,2.0,2.0,,1.0,1.0,1.0,,10,14,2.0,,9.0,,,92.0
17,"Crozier, Hayden",19,14,4,23,,,,,5.0,1.0,,2.0,,,,3,20,3.0,,,1.0,1.0,90.0
3,"Dawson, Zac",3,3,4,7,,,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,,6,3,2.0,,8.0,,,91.0
12,"Griffin, Jonathon",4,1,8,12,1.0,,28.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,,7,5,1.0,,2.0,,,86.0
32,"Hill, Stephen",18,6,8,26,,,,1.0,2.0,7.0,1.0,4.0,,,,4,22,,,1.0,,1.0,91.0
23,"Mayne, Chris",7,8,10,17,3.0,2.0,,2.0,,,1.0,1.0,1.0,1.0,,8,9,1.0,5.0,1.0,,1.0,85.0
16,"Mundy, David",16,6,17,33,1.0,,4.0,4.0,3.0,7.0,4.0,1.0,2.0,,2.0,4,27,,,1.0,,3.0,79.0
27,"Neale, Lachie",13,5,29,42,1.0,,,3.0,1.0,2.0,7.0,4.0,2.0,2.0,3.0,13,30,,,1.0,,1.0,85.0
29,"Pavlich, Matthew",11,6,4,15,3.0,,1.0,,,2.0,,1.0,4.0,,,8,7,2.0,1.0,2.0,,1.0,79.0
6,"Pearce, Danyle",15,6,11,26,1.0,1.0,,2.0,2.0,5.0,1.0,2.0,2.0,,,8,20,,,2.0,2.0,1.0,79.0
11,"Sheridan, Tom",10,4,20,30,1.0,,,,2.0,1.0,2.0,2.0,1.0,,1.0,9,23,,,2.0,,,86.0
34,"Spurr, Lee",8,6,11,19,,,,,2.0,2.0,,,,,,4,15,,,1.0,,1.0,86.0
8,"Suban, Nick",9,4,7,16,,,2.0,9.0,1.0,6.0,3.0,5.0,3.0,4.0,,7,9,,,1.0,,1.0,73.0
33,"Sutcliffe, Cam",12,8,1,13,,,,2.0,1.0,1.0,,2.0,,1.0,,1,12,,,1.0,,1.0,88.0
20,"Taberner, Matthew",7,5,6,13,1.0,1.0,2.0,3.0,,1.0,,3.0,1.0,2.0,,8,5,3.0,1.0,1.0,,,95.0
18,"Tucker, Darcy",10,4,6,16,1.0,,,4.0,1.0,2.0,3.0,5.0,1.0,1.0,,5,13,1.0,,,,,67.0
10,"Walters, Michael",11,7,12,23,3.0,1.0,,2.0,,6.0,1.0,1.0,,,,7,16,,2.0,3.0,1.0,,88.0
14,"Weller, Lachie",9,4,13,22,1.0,,,5.0,,3.0,3.0,3.0,,2.0,,5,18,,,,1.0,,72.0
Totals,Totals,235,125,219,454,20.0,6.0,42.0,59.0,26.0,58.0,37.0,49.0,24.0,23.0,6.0,145,317,17.0,10.0,39.0,9.0,15.0,
Opposition,Opposition,181,82,194,375,6.0,11.0,34.0,74.0,36.0,38.0,30.0,51.0,23.0,23.0,,127,256,3.0,7.0,35.0,6.0,5.0,
