Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Ball, Matthew",7,2,9,16,,1.0,,2.0,,1.0,5.0,2.0,1.0,1.0,,7.0,9.0,,,4.0,,1.0,74.0
27,"Barker, John",2,1,7,9,,,,1.0,,3.0,,1.0,2.0,1.0,,7.0,3.0,,,2.0,,1.0,96.0
10,"Bateman, Chance",11,4,7,18,2,,,2.0,,5.0,3.0,1.0,1.0,1.0,,4.0,13.0,,,1.0,,1.0,92.0
17,"Brennan, Luke",4,2,3,7,,,,1.0,1.0,1.0,2.0,1.0,,,,4.0,3.0,,,2.0,,,93.0
39,"Campbell, Robert",1,1,2,3,,,10.0,1.0,,,1.0,,,,,3.0,,1.0,1.0,2.0,,,28.0
25,"Clarke, Tim",9,2,9,18,,,,4.0,,2.0,2.0,,1.0,,,6.0,10.0,,,,,,100.0
24,"Croad, Trent",8,7,5,13,,,,1.0,5.0,1.0,,3.0,,3.0,,6.0,8.0,3.0,,,,,100.0
19,"Dixon, Ben",12,3,5,17,,,,2.0,1.0,5.0,4.0,1.0,2.0,,,7.0,9.0,,,2.0,1.0,,88.0
1,"Everitt, Peter",7,3,3,10,1,,39.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,8.0,2.0,2.0,1.0,2.0,,,94.0
29,"Greene, Steven",8,4,3,11,,,,4.0,,3.0,1.0,,,,,1.0,11.0,,,1.0,,1.0,68.0
3,"Hay, Jonathan",4,2,1,5,,,,2.0,1.0,,,1.0,,,,,5.0,,,4.0,,,59.0
15,"Hodge, Luke",13,4,7,20,1,,,8.0,2.0,5.0,3.0,2.0,2.0,,,11.0,8.0,,1.0,5.0,,1.0,83.0
8,"Jacobs, Danny",9,8,5,14,,,1.0,,5.0,,,1.0,,1.0,,1.0,13.0,1.0,,6.0,1.0,,100.0
18,"Ladson, Rick",4,,3,7,1,,,3.0,,1.0,,2.0,,1.0,,4.0,3.0,,,1.0,,,64.0
37,"Lekkas, Angelo",10,2,3,13,1,1.0,,4.0,2.0,2.0,3.0,3.0,,3.0,,6.0,5.0,,1.0,,,,100.0
12,"Lonie, Nathan",13,2,4,17,1,1.0,,4.0,2.0,4.0,3.0,1.0,,,,6.0,9.0,,1.0,,,,85.0
40,"Osborne, Michael",2,2,3,5,,,,4.0,,1.0,,2.0,1.0,1.0,,1.0,4.0,,,,,1.0,51.0
16,"Ries, Nick",8,4,16,24,,,,6.0,2.0,3.0,4.0,2.0,,1.0,,13.0,10.0,,,,,2.0,93.0
11,"Smith, Joel",9,,5,14,1,,,2.0,3.0,1.0,3.0,6.0,,2.0,,11.0,6.0,,,2.0,2.0,,97.0
4,"Tallis, Rayden",5,2,,5,,,,2.0,,2.0,,1.0,1.0,1.0,,2.0,3.0,,,4.0,,,57.0
23,"Thompson, Nathan",7,6,5,12,4,,,,,3.0,1.0,1.0,1.0,,,7.0,5.0,1.0,4.0,1.0,,1.0,100.0
6,"Williams, Mark",5,1,1,6,2,,,2.0,,,,,,,,3.0,3.0,,1.0,1.0,,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,158,62,106,264,14,4.0,50.0,57.0,25.0,47.0,38.0,33.0,13.0,17.0,1.0,118.0,142.0,8.0,10.0,40.0,4.0,9.0,
Opposition,Opposition,163,56,80,243,15,10.0,32.0,57.0,30.0,41.0,37.0,41.0,17.0,13.0,5.0,134.0,108.0,8.0,11.0,55.0,16.0,11.0,
