Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Aish, James",16,7,5,21,1,1.0,,,5.0,3.0,1.0,1.0,1.0,,,3.0,18.0,,1.0,2.0,,,89.0
24,"Amiss, Jye",10,4,2,12,4,3.0,,1.0,,1.0,,2.0,1.0,,,3.0,9.0,,3.0,,,,81.0
8,"Brayshaw, Andrew",12,3,21,33,,,,3.0,2.0,3.0,3.0,2.0,5.0,1.0,,9.0,24.0,,,,,,85.0
6,"Clark, Jordan",22,10,6,28,,,,2.0,3.0,5.0,,2.0,1.0,1.0,,3.0,23.0,,,,,1.0,86.0
19 ↓,"Corbett, Josh",5,2,2,7,,,,1.0,,1.0,,2.0,,,,2.0,3.0,,,1.0,,1.0,59.0
36,"Cox, Brennan",17,14,7,24,,,,,4.0,,,1.0,,1.0,,1.0,22.0,,,6.0,,,92.0
28 ↑,"Erasmus, Neil",4,2,7,11,1,,,3.0,1.0,,1.0,3.0,1.0,1.0,,3.0,8.0,,2.0,,,,26.0
32,"Frederick, Michael",7,3,2,9,1,,,2.0,,2.0,,,,,,1.0,6.0,,,1.0,,,76.0
23,"Henry, Liam",14,6,6,20,,1.0,,3.0,1.0,4.0,3.0,4.0,2.0,1.0,,5.0,15.0,,,,,1.0,78.0
9,"Jackson, Luke",5,4,14,19,1,1.0,26.0,5.0,,1.0,6.0,4.0,1.0,2.0,1.0,10.0,9.0,1.0,2.0,1.0,,1.0,81.0
44,"Johnson, Matthew",14,9,7,21,1,1.0,,5.0,,7.0,3.0,2.0,1.0,,,5.0,16.0,,1.0,,,,62.0
2,"OMeara, Jaeger",5,,9,14,1,,,3.0,,3.0,1.0,1.0,1.0,1.0,,5.0,8.0,,,1.0,,,78.0
25,"Pearce, Alex",8,7,4,12,,,,,2.0,1.0,,,,,,4.0,7.0,2.0,,6.0,,1.0,93.0
13,"Ryan, Luke",16,6,3,19,,,,1.0,3.0,,,1.0,2.0,,,4.0,11.0,,,2.0,,,90.0
5,"Schultz, Lachie",14,4,10,24,5,3.0,,2.0,,7.0,3.0,2.0,,1.0,3.0,10.0,12.0,,2.0,2.0,,1.0,85.0
3,"Serong, Caleb",11,6,19,30,,,,,,2.0,5.0,5.0,,1.0,2.0,11.0,19.0,,,1.0,,3.0,79.0
1,"Sturt, Sam",8,5,4,12,4,,,,,1.0,1.0,1.0,1.0,,,5.0,7.0,,3.0,1.0,,,89.0
39,"Switkowski, Sam",9,6,13,22,,,,2.0,,6.0,4.0,1.0,2.0,,,8.0,14.0,1.0,1.0,1.0,1.0,1.0,83.0
35,"Treacy, Josh",6,5,4,10,,,14.0,4.0,,2.0,1.0,3.0,,,,7.0,4.0,2.0,,2.0,,,75.0
34,"Wagner, Corey",14,2,6,20,,,,6.0,6.0,3.0,4.0,4.0,1.0,2.0,,6.0,13.0,,,1.0,,,68.0
10,"Walters, Michael",11,6,4,15,1,2.0,,,,3.0,,4.0,2.0,1.0,,5.0,10.0,,2.0,1.0,,1.0,85.0
40,"Worner, Karl",9,4,6,15,,,,,3.0,1.0,2.0,1.0,1.0,,,4.0,11.0,,,5.0,,1.0,79.0
26,"Young, Hayden",11,3,14,25,,,,8.0,1.0,8.0,5.0,2.0,3.0,1.0,,8.0,16.0,1.0,,,,1.0,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,248,118,175,423,20,14.0,40.0,51.0,31.0,64.0,43.0,48.0,26.0,14.0,6.0,122.0,285.0,7.0,17.0,34.0,1.0,13.0,
Opposition,Opposition,192,86,143,335,4,9.0,34.0,64.0,44.0,35.0,30.0,62.0,14.0,26.0,,113.0,221.0,5.0,5.0,40.0,3.0,3.0,
