Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
4,"Bishop, Matthew",24y 335d,27 (10-1-16 38.89%),4 (0.15),9 (3-1-5 38.89%),
7,"Burgoyne, Peter",22y 133d,59 (23-2-34 40.68%),49 (0.83),←,
25,"Carr, Josh",20y 42d,7 (2-1-4 35.71%),2 (0.29),←,
35,"Cornes, Chad",20y 211d,20 (6-1-13 32.50%),21 (1.05),←,
28,"Daniels, Stephen",23y 281d,54 (22-2-30 42.59%),2 (0.04),←,
8,"Francis, Fabian",26y 230d,77 (31-2-44 41.56%),33 (0.43),54 (24-2-28 46.30%),16 (0.30)
10,"Francou, Josh",25y 308d,76 (32-3-41 44.08%),42 (0.55),←,
34,"Guerra, Brent",18y 12d,3 (2-0-1 66.67%),2 (0.67),←,
38,"James, Roger",24y 233d,45 (19-2-24 44.44%),21 (0.47),←,
22,"Lockwood, Bowen",21y 345d,40 (17-1-22 43.75%),36 (0.90),←,
9,"Lyle, Brayden",27y 96d,100 (46-3-51 47.50%),17 (0.17),74 (32-3-39 45.27%),12 (0.16)
33,"Mead, Darren",29y 73d,79 (34-3-42 44.94%),5 (0.06),←,
3,"Montgomery, Brett",27y 9d,74 (43-2-29 59.46%),65 (0.88),14 (3-1-10 25.00%),11 (0.79)
14,"Paxman, Stephen",29y 189d,178 (54-2-122 30.90%),27 (0.15),76 (32-2-42 43.42%),9 (0.12)
27,"Poulton, Jared",23y 50d,18 (5-1-12 30.56%),5 (0.28),←,
2,"Primus, Matthew",25y 150d,75 (24-2-49 33.33%),24 (0.32),55 (23-2-30 43.64%),19 (0.35)
6,"Schofield, Jarrad",25y 132d,96 (52-1-43 54.69%),66 (0.69),33 (13-1-19 40.91%),32 (0.97)
24,"Stevens, Michael",19y 216d,5 (2-0-3 40.00%),1 (0.20),←,
36,"Stevens, Nick",20y 159d,52 (21-2-29 42.31%),29 (0.56),←,
16,"Tredrea, Warren",21y 169d,51 (21-1-29 42.16%),91 (1.78),←,
1,"Wanganeen, Gavin",26y 358d,185 (101-5-79 55.95%),91 (0.49),58 (28-2-28 50.00%),28 (0.48)
15,"Wilson, Michael",23y 202d,79 (34-3-42 44.94%),29 (0.37),←,
Totals,Totals,23y 361d,1400 (601-40-759 42.93%),662 (0.47),,
C,"Williams, Mark",41y 294d,37 (15-1-21 41.89%),,←,
