St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",25y 197d,101 (49-0-52 48.51%),27 (0.27),←,
36,"Bonner, Riley",27y 9d,94 (60-0-34 63.83%),13 (0.14),1 (0-0-1 0.00%),
13,"Byrnes, Ryan",22y 318d,49 (26-0-23 53.06%),11 (0.22),←,
4,"Collard, Lance",18y 356d,1 (0-0-1 0.00%),,←,
21,"Cordy, Zaine",27y 141d,133 (71-0-62 53.38%),19 (0.14),15 (8-0-7 53.33%),7 (0.47)
5,"Crouch, Brad",30y 62d,161 (81-0-80 50.31%),56 (0.35),66 (33-0-33 50.00%),22 (0.33)
23,"Henry, Liam",22y 201d,44 (16-1-27 37.50%),13 (0.30),1 (0-0-1 0.00%),
1,"Higgins, Jack",24y 363d,103 (60-1-42 58.74%),122 (1.18),60 (30-0-30 50.00%),93 (1.55)
8,"Hill, Bradley",30y 251d,234 (138-0-96 58.97%),96 (0.41),85 (44-0-41 51.76%),17 (0.20)
12,"King, Max",23y 253d,72 (34-0-38 47.22%),142 (1.97),←,
19,"Marshall, Rowan",28y 113d,111 (52-0-59 46.85%),53 (0.48),←,
28,"Membrey, Tim",29y 295d,161 (74-2-85 46.58%),266 (1.65),160 (73-2-85 46.25%),266 (1.66)
10,"Owens, Mitch",20y 174d,31 (15-0-16 48.39%),29 (0.94),←,
25,"Phillipou, Mattaes",19y 80d,25 (13-0-12 52.00%),14 (0.56),←,
6,"Ross, Sebastian",30y 314d,199 (82-2-115 41.71%),33 (0.17),←,
43,"Sharman, Cooper",23y 235d,32 (15-0-17 46.88%),29 (0.91),←,
9,"Steele, Jack",28y 94d,159 (70-1-88 44.34%),58 (0.36),142 (62-1-79 44.01%),49 (0.35)
14,"Stocker, Liam",24y 53d,52 (20-0-32 38.46%),2 (0.04),24 (12-0-12 50.00%),
7,"Wanganeen-Milera, Nasiah",21y 23d,42 (21-0-21 50.00%),5 (0.12),←,
44,"Wilkie, Callum",28y 6d,110 (54-0-56 49.09%),1 (0.01),←,
22,"Wilson, Darcy",18y 211d,1 (0-0-1 0.00%),2 (2.00),←,
2,"Windhager, Marcus",20y 305d,38 (19-0-19 50.00%),6 (0.16),←,
32,"Wood, Mason",30y 185d,118 (60-0-58 50.85%),111 (0.94),53 (30-0-23 56.60%),35 (0.66)
Totals,Totals,25y 41d,2071 (1030-7-1034 49.73%),1108 (0.54),,
C,"Lyon, Ross",57y 129d,330 (185-5-140 56.82%),,146 (89-4-53 62.33%),
