Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",19y 265d,21 (11-0-10 52.38%),6 (0.29),←,
12,"Akermanis, Jason",28y 164d,231 (146-4-81 64.07%),292 (1.26),193 (123-3-67 64.51%),248 (1.28)
46,"Baird, Travis",19y 13d,1 (1-0-0 100.00%),1 (1.00),←,
20,"Black, Simon",26y 126d,167 (114-1-52 68.56%),115 (0.69),←,
36,"Bradshaw, Daniel",26y 259d,156 (97-2-57 62.82%),302 (1.94),153 (94-2-57 62.09%),302 (1.97)
17,"Brennan, Jared",21y 10d,18 (13-0-5 72.22%),14 (0.78),←,
19,"Charman, Jamie",23y 22d,70 (50-1-19 72.14%),22 (0.31),←,
18,"Corrie, Anthony",21y 46d,24 (12-0-12 50.00%),24 (1.00),←,
39,"Drummond, Josh",22y 110d,12 (8-0-4 66.67%),5 (0.42),←,
2,"Johnson, Chris",29y 69d,241 (122-3-116 51.24%),156 (0.65),182 (115-3-64 64.01%),89 (0.49)
44,"Lappin, Nigel",29y 47d,256 (153-4-99 60.55%),170 (0.66),195 (121-3-71 62.82%),130 (0.67)
26,"Macdonald, Joel",20y 301d,29 (17-0-12 58.62%),4 (0.14),←,
9,"McGrath, Ashley",22y 79d,69 (44-1-24 64.49%),58 (0.84),←,
25,"McLaren, Dylan",23y 91d,43 (31-0-12 72.09%),5 (0.12),←,
21,"Merrett, Daniel",20y 238d,13 (8-0-5 61.54%),13 (1.00),←,
15,"Michael, Mal",28y 44d,177 (103-1-73 58.47%),26 (0.15),116 (82-1-33 71.12%),3 (0.03)
8,"Notting, Tim",26y 290d,131 (90-1-40 69.08%),108 (0.82),←,
6,"Power, Luke",25y 211d,151 (101-1-49 67.22%),161 (1.07),←,
5,"Scott, Brad",29y 96d,148 (88-2-58 60.14%),44 (0.30),126 (80-2-44 64.29%),38 (0.30)
22,"Scott, Chris",29y 96d,210 (126-3-81 60.71%),79 (0.38),155 (99-2-54 64.52%),56 (0.36)
29,"Sherman, Justin",18y 193d,16 (9-0-7 56.25%),11 (0.69),←,
3,"Voss, Michael",30y 31d,265 (160-2-103 60.75%),241 (0.91),186 (122-1-63 65.86%),169 (0.91)
Totals,Totals,24y 210d,2449 (1504-26-919 61.41%),1857 (0.76),,
C,"Matthews, Leigh",53y 159d,392 (241-6-145 62.24%),,168 (116-1-51 69.35%),
