Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",8,3,13,21,,,,1.0,,,,,2.0,1.0,,,,,,,,,
22,"Bamford, Scott",9,1,7,16,,,,1.0,,,,,,,,,,,,,,,
5,"Barker, John",4,3,2,6,3,,,1.0,,,,,1.0,2.0,,,,,,,,,
1,"Boyd, Brad",5,4,3,8,,,,,,,,,2.0,1.0,,,,,,,,,
30,"Carter, Nick",1,,2,3,,,,1.0,,,,,,1.0,,,,,,,,,
27,"Chandler, Brett",2,,4,6,,,,2.0,,,,,,,,,,,,,,,
40,"Clayton, Shane",11,4,5,16,,,,1.0,,,,,3.0,2.0,,,,,,,,,
24,"Cummings, Trent",4,1,5,9,1,,,3.0,,,,,1.0,1.0,,,,,,,,,
31,"Dent, Matthew",10,5,7,17,,1.0,,2.0,,,,,2.0,,,,,,,,,,
13,"Frewen, Brent",2,1,2,4,,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,
17,"Hawking, Simon",8,4,2,10,2,2.0,,,,,,,1.0,1.0,,,,,,,,,
10,"Hogg, Jeff",7,4,1,8,,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,
2,"Johnson, Chris",14,3,10,24,,1.0,,2.0,,,,,1.0,4.0,,,,,,,,,
11,"McGregor, Anthony",12,1,7,19,1,,,2.0,,,,,,2.0,,,,,,,,,
7,"Molloy, Jarrod",9,2,6,15,,,,3.0,,,,,3.0,3.0,,,,,,,,,
34,"Morton, Danny",10,2,13,23,1,,,2.0,,,,,1.0,3.0,,,,,,,,,
4,"Paxman, Stephen",6,4,9,15,1,,,,,,,,1.0,2.0,,,,,,,,,
8,"Pike, Martin",25,8,4,29,,,,2.0,,,,,,,,,,,,,,,
12,"Primus, Matthew",9,5,8,17,,,15.0,2.0,,,,,3.0,3.0,,,,,,,,,
37,"Rombotis, John",7,6,17,24,,,,,,,,,2.0,2.0,,,,,,,,,
33,"Warfe, Rowan",,,1,1,,,,2.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,163,61,128,291,9,8.0,18.0,29.0,,,,,24.0,30.0,,,,,,,,,
Opposition,Opposition,199,85,132,331,23,16.0,19.0,34.0,,,,,30.0,24.0,6.0,,,,,,,,
