Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
41,"Cook, Troy",22y 31d,38 (23-0-15 60.53%),11 (0.29),←,
8,"Cresswell, Daryn",27y 113d,140 (56-1-83 40.36%),113 (0.81),←,
28,"Crouch, Jared",20y 191d,18 (10-0-8 55.56%),,←,
6,"Dunkley, Andrew",30y 75d,141 (58-2-81 41.84%),7 (0.05),←,
10,"Filandia, Peter",28y 121d,65 (32-1-32 50.00%),45 (0.69),52 (25-1-26 49.04%),31 (0.60)
3,"Lewis, Dale",29y 131d,150 (52-2-96 35.33%),165 (1.10),←,
4,"Lockett, Tony",32y 187d,259 (114-1-144 44.21%),1275 (4.92),76 (46-1-29 61.18%),377 (4.96)
34,"Luff, Troy",28y 294d,100 (46-2-52 47.00%),67 (0.67),←,
11,"Maxfield, Stuart",26y 156d,159 (80-2-77 50.94%),93 (0.58),70 (45-1-24 65.00%),28 (0.40)
13,"McPherson, Daniel",23y 69d,45 (27-1-17 61.11%),7 (0.16),←,
17,"Mooney, Jason",25y 99d,97 (40-0-57 41.24%),51 (0.53),←,
23,"Nicks, Matthew",23y 122d,50 (31-0-19 62.00%),18 (0.36),←,
12,"OFarrell, Brett",20y 252d,8 (6-0-2 75.00%),9 (1.13),←,
19,"OLoughlin, Michael",21y 204d,83 (48-1-34 58.43%),99 (1.19),←,
24,"Orchard, Mark",22y 163d,53 (29-1-23 55.66%),9 (0.17),41 (24-0-17 58.54%),5 (0.12)
1,"Roos, Paul",35y 77d,356 (159-1-196 44.80%),289 (0.81),87 (49-1-37 56.90%),19 (0.22)
22,"Saddington, Jason",18y 324d,22 (13-0-9 59.09%),8 (0.36),←,
2,"Schwass, Wayne",29y 289d,206 (115-0-91 55.83%),120 (0.58),22 (14-0-8 63.64%),23 (1.05)
7,"Seymour, Brad",22y 132d,79 (41-1-37 52.53%),4 (0.05),←,
15,"Stafford, Greg",24y 16d,79 (37-1-41 47.47%),20 (0.25),←,
20,"Stevens, John",27y 89d,43 (26-0-17 60.47%),22 (0.51),←,
33,"Warfe, Rowan",22y 81d,59 (22-0-37 37.29%),2 (0.03),33 (21-0-12 63.64%),1 (0.03)
Totals,Totals,25y 196d,2250 (1065-17-1168 47.33%),2434 (1.08),,
C,"Eade, Rodney",40y 161d,72 (45-1-26 63.19%),,←,
