Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
14,"Birchall, Grant",24y 245d,152 (95-1-56 62.83%),16 (0.11),←,
22,"Breust, Luke",21y 323d,41 (33-0-8 80.49%),75 (1.83),←,
9,"Burgoyne, Shaun",29y 344d,221 (144-1-76 65.38%),205 (0.93),64 (47-1-16 74.22%),34 (0.53)
8,"Ellis, Xavier",24y 214d,84 (54-1-29 64.88%),28 (0.33),←,
23,"Franklin, Lance",25y 243d,161 (91-1-69 56.83%),520 (3.23),←,
6,"Gibson, Josh",28y 200d,124 (69-2-53 56.45%),2 (0.02),59 (40-1-18 68.64%),
19,"Gunston, Jack",20y 349d,33 (20-0-13 60.61%),59 (1.79),19 (15-0-4 78.95%),39 (2.05)
20,"Hale, David",28y 130d,173 (89-2-82 52.02%),162 (0.94),44 (33-0-11 75.00%),43 (0.98)
15,"Hodge, Luke",28y 106d,205 (106-1-98 51.95%),144 (0.70),←,
3,"Lewis, Jordan",26y 158d,169 (95-1-73 56.51%),90 (0.53),←,
5,"Mitchell, Sam",29y 353d,221 (122-1-98 55.43%),53 (0.24),←,
28,"Puopolo, Paul",24y 302d,41 (33-0-8 80.49%),32 (0.78),←,
33,"Rioli, Cyril",23y 77d,106 (70-1-35 66.51%),140 (1.32),←,
2,"Roughead, Jarryd",25y 250d,159 (91-1-67 57.55%),294 (1.85),←,
21,"Savage, Shane",21y 268d,41 (29-0-12 70.73%),26 (0.63),←,
25,"Schoenmakers, Ryan",21y 326d,60 (35-0-25 58.33%),5 (0.08),←,
12,"Sewell, Brad",28y 240d,169 (96-1-72 57.10%),26 (0.15),←,
26,"Shiels, Liam",21y 153d,64 (42-0-22 65.63%),19 (0.30),←,
16,"Smith, Isaac",23y 274d,38 (31-0-7 81.58%),37 (0.97),←,
24,"Stratton, Ben",23y 212d,52 (34-1-17 66.35%),1 (0.02),←,
4,"Suckling, Matt",24y 66d,54 (38-0-16 70.37%),24 (0.44),←,
11,"Young, Clinton",26y 226d,116 (71-1-44 61.64%),60 (0.52),←,
Totals,Totals,25y 81d,2484 (1488-16-980 59.90%),2018 (0.81),,
C,"Clarkson, Alastair",44y 155d,188 (107-1-80 57.18%),,←,
