0,1,2,3,4,5,6
←,"Round: 15 Venue: M.C.G. Date: Sat, 12-Jul-2008 2:10 PM Attendance: 52592","Round: 15 Venue: M.C.G. Date: Sat, 12-Jul-2008 2:10 PM Attendance: 52592","Round: 15 Venue: M.C.G. Date: Sat, 12-Jul-2008 2:10 PM Attendance: 52592","Round: 15 Venue: M.C.G. Date: Sat, 12-Jul-2008 2:10 PM Attendance: 52592","Round: 15 Venue: M.C.G. Date: Sat, 12-Jul-2008 2:10 PM Attendance: 52592",→
←,Collingwood,2.5.17,7.8.50,10.11.71,15.16.106,→
←,Adelaide,4.2.26,8.5.53,8.7.55,11.8.74,→
←,Qrt margin,AD by 9,AD by 3,CW by 16,CW by 32,→
←,Qrt scores,AD 26-17,CW 33-27,CW 21-2,CW 35-19,→
←,Field umpires,"Shane McInerney (258), Simon Meredith (81), Shaun Ryan (125)","Shane McInerney (258), Simon Meredith (81), Shaun Ryan (125)","Shane McInerney (258), Simon Meredith (81), Shaun Ryan (125)","Shane McInerney (258), Simon Meredith (81), Shaun Ryan (125)",→
