Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
1,"Boak, Travis",25y 317d,142 (63-1-78 44.72%),81 (0.57),←,
5,"Broadbent, Matthew",23y 317d,91 (37-1-53 41.21%),38 (0.42),←,
27,"Carlile, Alipate",27y 45d,143 (61-1-81 43.01%),5 (0.03),←,
25,"Cassisi, Domenic",31y 265d,226 (115-2-109 51.33%),74 (0.33),←,
18,"Cornes, Kane",31y 160d,280 (143-2-135 51.43%),91 (0.32),←,
7,"Ebert, Brad",24y 73d,134 (56-1-77 42.16%),71 (0.53),58 (28-1-29 49.14%),38 (0.66)
9,"Gray, Robbie",26y 76d,102 (45-0-57 44.12%),140 (1.37),←,
8,"Hartlett, Hamish",23y 304d,78 (33-1-44 42.95%),46 (0.59),←,
36,"Hombsch, Jack",21y 99d,26 (12-0-14 46.15%),,17 (12-0-5 70.59%),
24,"Impey, Jarman",18y 340d,12 (10-0-2 83.33%),3 (0.25),←,
42,"Jonas, Tom",23y 156d,43 (20-1-22 47.67%),,←,
23,"Lobbe, Matthew",25y 122d,54 (26-0-28 48.15%),15 (0.28),←,
37,"Mitchell, Kane",24y 195d,18 (10-0-8 55.56%),12 (0.67),←,
6,"Monfries, Angus",27y 146d,181 (76-3-102 42.82%),216 (1.19),31 (18-0-13 58.06%),51 (1.65)
29,"Pittard, Jasper",23y 74d,43 (24-0-19 55.81%),7 (0.16),←,
28,"Schulz, Jay",29y 57d,154 (62-3-89 41.23%),248 (1.61),83 (38-1-44 46.39%),190 (2.29)
12,"Trengove, Jackson",23y 224d,90 (35-1-54 39.44%),8 (0.09),←,
39,"Westhoff, Justin",27y 256d,146 (64-1-81 44.18%),189 (1.29),←,
19,"White, Matt",27y 60d,116 (53-4-59 47.41%),70 (0.60),11 (9-0-2 81.82%),16 (1.45)
16,"Wines, Ollie",19y 250d,36 (23-0-13 63.89%),16 (0.44),←,
20,"Wingard, Chad",20y 320d,54 (27-1-26 50.93%),78 (1.44),←,
40,"Young, Aaron",21y 190d,26 (11-1-14 44.23%),11 (0.42),←,
Totals,Totals,24y 333d,2195 (1006-24-1165 45.83%),1419 (0.65),,
C,"Hinkley, Ken",47y 257d,35 (23-0-12 65.71%),,←,
