St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
11,"Anderson, Dean",28y 312d,147 (83-1-63 56.80%),100 (0.68),64 (25-1-38 39.84%),26 (0.41)
14,"Bardsley, Kristian",23y 269d,44 (18-1-25 42.05%),20 (0.45),39 (16-1-22 42.31%),16 (0.41)
2,"Brown, Tony",19y 11d,21 (8-0-13 38.10%),11 (0.52),←,
3,"Burke, Nathan",26y 123d,190 (80-2-108 42.63%),67 (0.35),←,
36,"Cripps, Jason",19y 238d,3 (1-0-2 33.33%),,←,
34,"Daniels, Jayson",25y 110d,142 (42-1-99 29.93%),24 (0.17),84 (29-1-54 35.12%),20 (0.24)
41,"Darcy, Anthony",24y 78d,17 (6-0-11 35.29%),2 (0.12),2 (1-0-1 50.00%),
28,"Elliott, Jamie",23y 123d,50 (17-1-32 35.00%),8 (0.16),1 (0-0-1 0.00%),
10,"Everitt, Peter",22y 36d,56 (23-1-32 41.96%),82 (1.46),←,
25,"Hall, Barry",19y 121d,2 (0-0-2 0.00%),1 (0.50),←,
35,"Harvey, Robert",24y 292d,143 (68-2-73 48.25%),84 (0.59),←,
29,"Jones, Austinn",19y 254d,29 (10-0-19 34.48%),19 (0.66),←,
17,"Keogh, Rod",25y 75d,63 (29-0-34 46.03%),22 (0.35),41 (17-0-24 41.46%),14 (0.34)
22,"Lappin, Matthew",20y 112d,13 (2-1-10 19.23%),1 (0.08),←,
23,"Loewe, Stewart",28y 16d,201 (85-1-115 42.54%),378 (1.88),←,
42,"McLean, Andrew",22y 326d,2 (0-0-2 0.00%),,←,
16,"Neill, Robert",22y 155d,31 (7-0-24 22.58%),15 (0.48),10 (4-0-6 40.00%),6 (0.60)
1,"Peckett, Justin",23y 247d,63 (24-1-38 38.89%),1 (0.02),←,
31,"Shanahan, Jamie",28y 185d,88 (41-1-46 47.16%),,←,
13,"Sierakowski, David",21y 162d,31 (11-1-19 37.10%),3 (0.10),←,
4,"Smith, Joel",19y 36d,30 (12-0-18 40.00%),14 (0.47),←,
9,"Vidovic, Lazar",31y 68d,65 (32-1-32 50.00%),12 (0.18),←,
15,"Wakelin, Darryl",21y 302d,29 (12-0-17 41.38%),,←,
12,"Wakelin, Shane",21y 301d,34 (12-1-21 36.76%),10 (0.29),←,
20,"Young, Matthew",23y 265d,28 (13-0-15 46.43%),8 (0.29),7 (4-0-3 57.14%),2 (0.29)
Totals,Totals,23y 169d,1522 (636-16-870 41.79%),882 (0.58),,
C,"Alves, Stan",50y 17d,54 (19-1-34 36.11%),,←,
