Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",24y 185d,105 (52-2-51 50.48%),61 (0.58),←,
50,"Ballantyne, Jon",23y 332d,16 (8-0-8 50.00%),36 (2.25),←,
19,"Beveridge, Luke",22y 307d,44 (26-0-18 59.09%),45 (1.02),2 (2-0-0 100.00%),4 (2.00)
18,"Cameron, Leon",20y 297d,53 (28-1-24 53.77%),24 (0.45),←,
6,"Campbell, Tony",25y 317d,107 (60-0-47 56.07%),63 (0.59),32 (21-0-11 65.63%),2 (0.06)
1,"Charles, Justin",22y 271d,35 (18-1-16 52.86%),24 (0.69),←,
11,"Corcoran, Shannon",22y 124d,18 (11-0-7 61.11%),2 (0.11),←,
32,"Foster, Peter",33y 24d,168 (90-3-75 54.46%),58 (0.35),161 (87-3-71 54.97%),56 (0.35)
29,"Grant, Chris",20y 195d,68 (38-1-29 56.62%),136 (2.00),←,
7,"Hawkins, Doug",33y 52d,300 (128-4-168 43.33%),207 (0.69),←,
10,"Hunter, Mark",27y 296d,86 (41-2-43 48.84%),2 (0.02),←,
21,"Kolyniuk, Steven",22y 356d,73 (37-1-35 51.37%),90 (1.23),←,
39,"Liberatore, Tony",27y 135d,96 (55-1-40 57.81%),56 (0.58),←,
22,"Quill, Peter",23y 307d,5 (3-0-2 60.00%),3 (0.60),←,
2,"Reynolds, Keenan",24y 170d,54 (31-0-23 57.41%),23 (0.43),←,
33,"Royal, Brian",31y 196d,194 (104-2-88 54.12%),291 (1.50),←,
5,"Smith, Rohan",20y 26d,19 (14-0-5 73.68%),17 (0.89),←,
17,"Standfield, Barry",23y 133d,44 (26-0-18 59.09%),18 (0.41),←,
8,"Toohey, Bernard",30y 128d,257 (133-1-123 51.95%),115 (0.45),34 (23-0-11 67.65%),4 (0.12)
15,"Wynd, Scott",23y 152d,90 (46-1-43 51.67%),11 (0.12),←,
Totals,Totals,25y 91d,1832 (949-20-863 51.80%),1282 (0.70),,
C,"Wheeler, Terry",38y 105d,81 (45-1-35 56.17%),,←,
