Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3 ↑,"Berry, Sam",5,2,6,11,,,,5.0,,2.0,2.0,5.0,,3.0,,4.0,9.0,,,,,,44.0
35,"Borlase, James",9,11,7,16,,,,2.0,2.0,,,2.0,1.0,1.0,,7.0,10.0,3.0,,4.0,,,92.0
21,"Burgess, Chris",8,6,1,9,3,1.0,5.0,1.0,,2.0,,1.0,1.0,,,5.0,4.0,2.0,4.0,,,,79.0
41,"Butts, Jordon",4,4,5,9,,,,2.0,2.0,,,1.0,1.0,1.0,,4.0,5.0,1.0,,6.0,,,86.0
15,"Cook, Brayden",4,1,2,6,3,,,,1.0,1.0,,,,,,3.0,3.0,1.0,1.0,2.0,1.0,,76.0
5,"Crouch, Matt",15,9,20,35,,,,7.0,2.0,5.0,7.0,5.0,2.0,3.0,,12.0,21.0,,,,,,68.0
12,"Dawson, Jordan",12,5,3,15,,,,2.0,1.0,4.0,1.0,5.0,1.0,2.0,,2.0,15.0,,,,1.0,,82.0
32,"Fogarty, Darcy",5,2,4,9,2,,,1.0,,1.0,,2.0,1.0,1.0,,4.0,5.0,,1.0,2.0,,2.0,96.0
20,"Hinge, Mitch",19,9,12,31,,,,1.0,6.0,1.0,1.0,1.0,2.0,,,5.0,21.0,1.0,,2.0,,,84.0
1,"Jones, Chayce",15,7,2,17,1,,,2.0,3.0,3.0,1.0,4.0,1.0,2.0,,3.0,16.0,,,,,1.0,85.0
48,"Keane, Mark",15,8,4,19,,,,,7.0,1.0,,5.0,1.0,4.0,,4.0,12.0,,,5.0,1.0,,95.0
2,"Keays, Ben",7,6,4,11,,1.0,,2.0,,3.0,1.0,,1.0,,,5.0,6.0,,3.0,,,1.0,81.0
29,"Laird, Rory",13,4,17,30,,,,4.0,3.0,1.0,3.0,4.0,1.0,1.0,,8.0,22.0,1.0,,1.0,,,82.0
16,"Michalanney, Max",9,4,8,17,,,,3.0,3.0,2.0,1.0,4.0,1.0,1.0,,4.0,13.0,,,1.0,,,79.0
4,"Murphy, Lachlan",7,4,6,13,1,,,6.0,2.0,3.0,,4.0,1.0,1.0,,3.0,10.0,,,1.0,,1.0,71.0
27,"Nankervis, Luke",4,4,15,19,,,,1.0,2.0,,1.0,4.0,,2.0,,7.0,12.0,1.0,,4.0,2.0,,71.0
43,"OBrien, Reilly",3,2,6,9,,,35.0,8.0,2.0,,3.0,4.0,1.0,2.0,,5.0,5.0,,,8.0,,1.0,90.0
8,"Rachele, Josh",5,2,6,11,,1.0,,2.0,,3.0,1.0,3.0,,1.0,,5.0,7.0,1.0,,1.0,,1.0,85.0
26,"Schoenberg, Harry",4,1,3,7,1,,,2.0,,1.0,1.0,2.0,1.0,,,4.0,4.0,,,,1.0,,70.0
38,"Sholl, Lachlan",18,5,10,28,1,,,3.0,4.0,3.0,2.0,3.0,3.0,,,8.0,20.0,,,1.0,,1.0,88.0
33,"Smith, Brodie",10,6,9,19,,,,1.0,3.0,1.0,1.0,4.0,,1.0,,7.0,10.0,1.0,,1.0,,,82.0
14,"Soligo, Jake",11,2,18,29,,,,2.0,4.0,3.0,3.0,2.0,1.0,1.0,,16.0,15.0,,,1.0,,,75.0
13 ↓,"Walker, Taylor",4,2,1,5,,2.0,,1.0,,1.0,,3.0,,2.0,,1.0,4.0,,,1.0,,,40.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,106,169,375,12,8.0,40.0,58.0,47.0,41.0,29.0,68.0,21.0,29.0,,126.0,249.0,12.0,9.0,41.0,6.0,8.0,
Opposition,Opposition,209,89,149,358,16,11.0,25.0,54.0,29.0,63.0,39.0,61.0,29.0,21.0,6.0,140.0,222.0,7.0,12.0,49.0,8.0,9.0,
