St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
14,"Bardsley, Kristian",24y 343d,57 (25-1-31 44.74%),22 (0.39),52 (23-1-28 45.19%),18 (0.35)
2,"Brown, Tony",20y 86d,53 (28-0-25 52.83%),33 (0.62),←,
3,"Burke, Nathan",27y 197d,223 (100-2-121 45.29%),81 (0.36),←,
18,"Cripps, Jason",20y 312d,30 (18-0-12 60.00%),6 (0.20),←,
34,"Daniels, Jayson",26y 184d,162 (52-1-109 32.41%),29 (0.18),104 (39-1-64 37.98%),25 (0.24)
10,"Everitt, Peter",23y 111d,89 (43-1-45 48.88%),143 (1.61),←,
21,"Gray, Troy",24y 177d,60 (17-1-42 29.17%),26 (0.43),9 (4-0-5 44.44%),2 (0.22)
25,"Hall, Barry",20y 195d,15 (9-0-6 60.00%),12 (0.80),←,
35,"Harvey, Robert",26y 1d,175 (88-2-85 50.86%),105 (0.60),←,
24,"Heatley, Jason",25y 182d,19 (14-0-5 73.68%),65 (3.42),16 (11-0-5 68.75%),57 (3.56)
5,"Jones, Austinn",20y 328d,62 (30-0-32 48.39%),53 (0.85),←,
17,"Keogh, Rod",26y 150d,72 (34-0-38 47.22%),24 (0.33),50 (22-0-28 44.00%),16 (0.32)
22,"Lappin, Matthew",21y 186d,36 (18-1-17 51.39%),20 (0.56),←,
1,"Peckett, Justin",24y 321d,92 (41-1-50 45.11%),3 (0.03),←,
31,"Shanahan, Jamie",29y 259d,121 (61-1-59 50.83%),,←,
19,"Sziller, Steven",24y 250d,52 (28-0-24 53.85%),13 (0.25),←,
29,"Thompson, Andrew",24y 305d,19 (13-0-6 68.42%),10 (0.53),←,
32,"Traianidis, Jason",22y 288d,18 (8-0-10 44.44%),13 (0.72),←,
9,"Vidovic, Lazar",32y 143d,79 (42-1-36 53.80%),13 (0.16),←,
15,"Wakelin, Darryl",23y 11d,52 (27-0-25 51.92%),4 (0.08),←,
12,"Wakelin, Shane",23y 10d,50 (22-1-27 45.00%),17 (0.34),←,
Totals,Totals,24y 175d,1536 (718-13-805 46.74%),692 (0.45),,
C,"Alves, Stan",51y 92d,87 (39-1-47 45.40%),,←,
