Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
5,"Bond, Shane",24y 315d,90 (49-1-40 55.00%),31 (0.34),56 (25-1-30 45.54%),11 (0.20)
7,"Burgoyne, Peter",22y 111d,56 (21-2-33 39.29%),44 (0.79),←,
25,"Carr, Josh",20y 20d,4 (0-1-3 12.50%),2 (0.50),←,
12,"Cockatoo-Collins, Che",25y 75d,99 (54-3-42 56.06%),134 (1.35),14 (7-0-7 50.00%),25 (1.79)
35,"Cornes, Chad",20y 189d,17 (4-1-12 26.47%),15 (0.88),←,
8,"Francis, Fabian",26y 208d,74 (29-2-43 40.54%),32 (0.43),51 (22-2-27 45.10%),15 (0.29)
10,"Francou, Josh",25y 286d,73 (30-3-40 43.15%),42 (0.58),←,
31,"French, Barnaby",24y 176d,33 (13-1-19 40.91%),14 (0.42),←,
18,"Harwood, Mark",22y 41d,27 (10-2-15 40.74%),19 (0.70),←,
38,"James, Roger",24y 211d,42 (17-2-23 42.86%),21 (0.50),←,
29,"Kingsley, Adam",24y 273d,68 (29-2-37 44.12%),19 (0.28),←,
22,"Lockwood, Bowen",21y 323d,37 (15-1-21 41.89%),30 (0.81),←,
9,"Lyle, Brayden",27y 74d,97 (44-3-50 46.91%),16 (0.16),71 (30-3-38 44.37%),11 (0.15)
33,"Mead, Darren",29y 51d,76 (32-3-41 44.08%),5 (0.07),←,
3,"Montgomery, Brett",26y 353d,71 (41-2-28 59.15%),60 (0.85),11 (1-1-9 13.64%),6 (0.55)
26,"Murray, Derek",20y 55d,8 (1-1-6 18.75%),3 (0.38),←,
14,"Paxman, Stephen",29y 167d,175 (52-2-121 30.29%),25 (0.14),73 (30-2-41 42.47%),7 (0.10)
27,"Poulton, Jared",23y 28d,15 (3-1-11 23.33%),4 (0.27),←,
2,"Primus, Matthew",25y 128d,72 (22-2-48 31.94%),24 (0.33),52 (21-2-29 42.31%),19 (0.37)
6,"Schofield, Jarrad",25y 110d,93 (50-1-42 54.30%),65 (0.70),30 (11-1-18 38.33%),31 (1.03)
36,"Stevens, Nick",20y 137d,49 (19-2-28 40.82%),27 (0.55),←,
15,"Wilson, Michael",23y 180d,76 (32-3-41 44.08%),28 (0.37),←,
Totals,Totals,24y 93d,1352 (567-41-744 41.94%),660 (0.49),,
C,"Williams, Mark",41y 272d,34 (13-1-20 39.71%),,←,
