Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Acres, Blake",14,2,5,19,,,,5.0,,3.0,2.0,2.0,2.0,1.0,,5.0,14.0,,,2.0,2.0,1.0,79.0
11,"Aish, James",10,4,12,22,1,1.0,,4.0,2.0,4.0,3.0,2.0,1.0,1.0,,9.0,12.0,1.0,1.0,4.0,,,87.0
8,"Brayshaw, Andrew",18,4,15,33,,,,4.0,1.0,6.0,7.0,6.0,2.0,1.0,3.0,17.0,16.0,,,2.0,1.0,,77.0
5 ↓,"Cerra, Adam",1,1,3,4,,,,1.0,,1.0,1.0,,1.0,,,3.0,1.0,,,,,,10.0
27,"Chapman, Heath",8,6,7,15,,,,1.0,2.0,1.0,,1.0,1.0,,,4.0,11.0,1.0,,1.0,,,80.0
33,"Colyer, Travis",10,5,3,13,2,,,,,5.0,,2.0,,,,3.0,11.0,1.0,,,,2.0,71.0
6,"Conca, Reece",6,3,6,12,,,,,3.0,,1.0,3.0,,2.0,,2.0,9.0,,,2.0,,,75.0
36,"Cox, Brennan",9,4,2,11,,,,1.0,4.0,,,2.0,,1.0,,5.0,6.0,1.0,,11.0,,,97.0
12 ↑,"Crowden, Mitch",3,1,4,7,,1.0,,2.0,,1.0,1.0,,,,,5.0,2.0,,,,,1.0,62.0
4,"Darcy, Sean",5,3,9,14,1,,35.0,5.0,,2.0,4.0,3.0,1.0,1.0,,12.0,2.0,2.0,1.0,3.0,,,78.0
43,"Frederick, Michael",10,5,2,12,1,2.0,,,,5.0,3.0,,,,,5.0,8.0,,,2.0,2.0,,86.0
7,"Fyfe, Nat",7,2,17,24,,,,9.0,2.0,3.0,6.0,3.0,1.0,2.0,,16.0,8.0,1.0,,4.0,3.0,2.0,88.0
15,"Hughes, Ethan",9,4,7,16,,,,3.0,3.0,2.0,1.0,1.0,,,,6.0,11.0,,,3.0,,,86.0
37,"Lobb, Rory",8,3,3,11,,3.0,4.0,2.0,2.0,2.0,,5.0,2.0,1.0,,6.0,5.0,1.0,1.0,2.0,,1.0,81.0
2,"Logue, Griffin",6,6,4,10,,,,1.0,4.0,1.0,,5.0,1.0,3.0,,4.0,6.0,2.0,,5.0,,,95.0
16,"Mundy, David",15,4,13,28,1,,,8.0,1.0,6.0,6.0,2.0,1.0,,,13.0,18.0,1.0,,3.0,1.0,1.0,80.0
13,"Ryan, Luke",21,10,3,24,,,,3.0,11.0,1.0,,,2.0,,2.0,8.0,13.0,3.0,,1.0,1.0,,89.0
28,"Schultz, Lachie",11,9,2,13,2,,,2.0,,3.0,1.0,,1.0,,,3.0,10.0,,2.0,1.0,,1.0,76.0
3,"Serong, Caleb",9,5,11,20,,,,1.0,,4.0,3.0,4.0,,,,7.0,13.0,,1.0,,,,71.0
20,"Taberner, Matthew",11,8,4,15,4,1.0,,,,1.0,,4.0,1.0,1.0,1.0,6.0,9.0,3.0,5.0,2.0,,,93.0
35,"Treacy, Josh",3,2,2,5,,,,1.0,,1.0,,2.0,1.0,1.0,,3.0,2.0,,2.0,,,,76.0
10,"Walters, Michael",10,6,4,14,,,,2.0,,1.0,1.0,3.0,1.0,2.0,,2.0,14.0,,1.0,,,2.0,84.0
14,"Wilson, Nathan",14,5,3,17,,,,2.0,7.0,1.0,2.0,3.0,1.0,1.0,,7.0,10.0,,,4.0,2.0,,77.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,102,141,359,12,12.0,39.0,57.0,42.0,54.0,42.0,53.0,20.0,18.0,6.0,151.0,211.0,17.0,14.0,52.0,12.0,11.0,
Opposition,Opposition,213,94,161,374,11,6.0,37.0,51.0,42.0,55.0,35.0,60.0,18.0,20.0,,139.0,229.0,13.0,9.0,56.0,4.0,7.0,
