Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
36,"Aliir, Aliir",25y 303d,55 (27-0-28 49.09%),2 (0.04),←,
22,"Blakey, Nick",20y 128d,26 (10-0-16 38.46%),22 (0.85),←,
4,"Clarke, Ryan",23y 17d,55 (21-0-34 38.18%),9 (0.16),15 (4-0-11 26.67%),1 (0.07)
7,"Cunningham, Harry",26y 211d,118 (73-0-45 61.86%),48 (0.41),←,
34,"Dawson, Jordan",23y 86d,30 (12-0-18 40.00%),20 (0.67),←,
13,"Florent, Oliver",21y 348d,58 (28-0-30 48.28%),20 (0.34),←,
15,"Gray, Sam",28y 154d,100 (55-0-45 55.00%),84 (0.84),4 (2-0-2 50.00%),1 (0.25)
9,"Hayward, Will",21y 252d,58 (31-0-27 53.45%),65 (1.12),←,
5,"Heeney, Isaac",24y 60d,107 (66-0-41 61.68%),112 (1.05),←,
29,"Hewett, George",24y 188d,97 (57-0-40 58.76%),32 (0.33),←,
12,"Kennedy, Josh",32y 14d,251 (154-2-95 61.75%),150 (0.60),238 (149-2-87 63.03%),146 (0.61)
44,"Lloyd, Jake",26y 288d,142 (90-0-52 63.38%),30 (0.21),←,
27,"McInerney, Justin",19y 321d,5 (1-0-4 20.00%),,←,
41,"McLean, Hayden",21y 166d,7 (1-0-6 14.29%),3 (0.43),←,
43,"Melican, Lewis",23y 243d,38 (22-0-16 57.89%),1 (0.03),←,
14,"Mills, Callum",23y 93d,82 (46-0-36 56.10%),3 (0.04),←,
38,"ORiordan, Colin",24y 266d,19 (8-0-11 42.11%),1 (0.05),←,
11,"Papley, Tom",23y 357d,87 (52-0-35 59.77%),131 (1.51),←,
26,"Parker, Luke",27y 253d,200 (126-1-73 63.25%),156 (0.78),←,
24,"Rampe, Dane",30y 32d,164 (105-1-58 64.33%),6 (0.04),←,
25,"Ronke, Ben",22y 199d,34 (16-0-18 47.06%),33 (0.97),←,
8,"Rowbottom, James",19y 289d,17 (6-0-11 35.29%),5 (0.29),←,
Totals,Totals,24y 128d,1750 (1007-4-739 57.54%),933 (0.53),,
C,"Longmire, John",49y 186d,223 (141-2-80 63.68%),,←,
