Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
2,"Arnott, Simon",21y 135d,19 (13-1-5 71.05%),11 (0.58),←,
21,"Barry, Leo",20y 41d,9 (7-0-2 77.78%),3 (0.33),←,
30,"Bayes, Mark",30y 106d,228 (91-2-135 40.35%),160 (0.70),←,
31,"Carey, Stefan",21y 155d,14 (7-1-6 53.57%),10 (0.71),←,
27,"Chapman, Wade",21y 177d,46 (21-1-24 46.74%),16 (0.35),←,
41,"Cook, Troy",20y 321d,10 (7-0-3 70.00%),6 (0.60),←,
8,"Cresswell, Daryn",26y 38d,106 (36-1-69 34.43%),81 (0.76),←,
6,"Dunkley, Andrew",29y,111 (40-2-69 36.94%),7 (0.06),←,
9,"Grant, Shannon",20y 71d,48 (27-1-20 57.29%),28 (0.58),←,
14,"Kelly, Paul",27y 336d,150 (48-3-99 33.00%),95 (0.63),←,
3,"Lewis, Dale",28y 56d,125 (37-2-86 30.40%),141 (1.13),←,
34,"Luff, Troy",27y 219d,73 (31-2-40 43.84%),56 (0.77),←,
11,"Maxfield, Stuart",25y 81d,125 (60-2-63 48.80%),87 (0.70),36 (25-1-10 70.83%),22 (0.61)
17,"Mooney, Jason",24y 24d,67 (21-0-46 31.34%),34 (0.51),←,
23,"Nicks, Matthew",22y 47d,16 (11-0-5 68.75%),4 (0.25),←,
19,"OLoughlin, Michael",20y 129d,49 (28-1-20 58.16%),47 (0.96),←,
24,"Orchard, Mark",21y 88d,25 (12-1-12 50.00%),8 (0.32),13 (7-0-6 53.85%),4 (0.31)
1,"Roos, Paul",34y 2d,326 (142-1-183 43.71%),286 (0.88),57 (32-1-24 57.02%),16 (0.28)
7,"Seymour, Brad",21y 57d,53 (26-1-26 50.00%),3 (0.06),←,
15,"Stafford, Greg",22y 306d,52 (23-1-28 45.19%),9 (0.17),←,
20,"Stevens, John",26y 14d,9 (6-0-3 66.67%),5 (0.56),←,
Totals,Totals,24y 132d,1661 (694-23-944 41.78%),1097 (0.66),,
C,"Eade, Rodney",39y 86d,38 (25-1-12 67.11%),,←,
