Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
41,"Bentley, Greg",7,4,8,15,,,,3.0,2.0,4.0,,2.0,1.0,,,4.0,11.0,,,1.0,,2.0,65.0
10,"Boak, Travis",15,8,8,23,,,,3.0,2.0,5.0,2.0,6.0,,3.0,,6.0,18.0,,1.0,1.0,2.0,1.0,73.0
20,"Brogan, Dean",5,5,5,10,,,10.0,,,2.0,2.0,2.0,2.0,2.0,,4.0,6.0,1.0,1.0,1.0,1.0,1.0,55.0
7,"Burgoyne, Peter",16,3,13,29,1,1.0,,1.0,6.0,1.0,2.0,4.0,2.0,,,12.0,17.0,,1.0,1.0,1.0,,90.0
8,"Burgoyne, Shaun",9,3,17,26,2,,,3.0,2.0,3.0,5.0,2.0,1.0,2.0,,12.0,15.0,,,4.0,,,82.0
27,"Carlile, Alipate",3,,3,6,,,,2.0,1.0,,,2.0,,2.0,,1.0,5.0,,,2.0,,,81.0
25,"Cassisi, Domenic",16,2,22,38,2,1.0,,8.0,3.0,4.0,8.0,7.0,,1.0,2.0,14.0,23.0,,,4.0,,1.0,91.0
35,"Cornes, Chad",15,5,19,34,,2.0,1.0,2.0,3.0,5.0,8.0,3.0,1.0,2.0,1.0,14.0,19.0,1.0,,3.0,,2.0,92.0
18,"Cornes, Kane",9,6,12,21,,,,,,3.0,1.0,,1.0,,,7.0,15.0,1.0,,3.0,,1.0,100.0
33,"Ebert, Brett",4,4,2,6,2,,,,,1.0,,1.0,,1.0,,3.0,3.0,1.0,3.0,1.0,,,77.0
5,"Lade, Brendon",8,1,5,13,1,,22.0,1.0,,1.0,2.0,4.0,,2.0,,5.0,8.0,1.0,,1.0,,1.0,97.0
12,"Lonie, Nathan",12,1,8,20,,,,1.0,2.0,4.0,,1.0,,,,1.0,19.0,,,,3.0,,100.0
22,"Mahoney, Josh",5,2,6,11,,1.0,,2.0,,3.0,,3.0,,2.0,,2.0,9.0,,,,,,68.0
4,"Motlop, Daniel",9,,6,15,2,2.0,,2.0,,3.0,,6.0,2.0,2.0,,8.0,6.0,,,3.0,,1.0,87.0
36,"Pettigrew, Michael",2,2,4,6,,,,3.0,,1.0,,1.0,,1.0,,2.0,4.0,,,2.0,2.0,1.0,88.0
15,"Rodan, David",7,2,8,15,2,1.0,,2.0,,4.0,2.0,3.0,,1.0,,7.0,9.0,1.0,2.0,2.0,,2.0,84.0
9,"Surjan, Jacob",7,3,6,13,,,,1.0,6.0,1.0,,1.0,,,,4.0,9.0,1.0,,2.0,2.0,,100.0
6,"Thomson, Adam",5,1,12,17,,1.0,,1.0,,5.0,5.0,4.0,2.0,2.0,,9.0,8.0,,,4.0,,,66.0
28,"Thurstans, Toby",5,10,14,19,,,,,3.0,1.0,1.0,1.0,,1.0,,6.0,13.0,3.0,,8.0,,,98.0
1,"Tredrea, Warren",7,4,4,11,4,,,3.0,,1.0,,1.0,1.0,1.0,,2.0,8.0,,1.0,2.0,,,75.0
39,"Westhoff, Justin",3,1,1,4,1,1.0,,,,1.0,,,,,,1.0,2.0,1.0,1.0,1.0,,,52.0
21,"Wilson, Michael",4,2,7,11,,,,3.0,1.0,1.0,,4.0,,2.0,,2.0,9.0,,,3.0,,,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,173,69,190,363,17,11.0,33.0,41.0,31.0,54.0,38.0,58.0,13.0,27.0,3.0,126.0,236.0,11.0,10.0,49.0,11.0,13.0,
Opposition,Opposition,225,123,155,380,20,13.0,23.0,60.0,35.0,56.0,31.0,35.0,27.0,13.0,3.0,119.0,252.0,15.0,13.0,45.0,35.0,13.0,
