St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
28,"Ackland, Cain",23y 39d,17 (11-0-6 64.71%),5 (0.29),5 (3-0-2 60.00%),2 (0.40)
10,"Baker, Steven",24y 337d,95 (38-1-56 40.53%),20 (0.21),←,
14,"Ball, Luke",20y 334d,46 (29-0-17 63.04%),29 (0.63),←,
16,"Clarke, Raphael",19y 212d,4 (3-0-1 75.00%),1 (0.25),←,
3,"Clarke, Xavier",21y 208d,59 (28-1-30 48.31%),30 (0.51),←,
26,"Dal Santo, Nick",21y 61d,56 (28-1-27 50.89%),26 (0.46),←,
22,"Fiora, Aaron",24y 5d,83 (36-0-47 43.37%),32 (0.39),5 (3-0-2 60.00%),7 (1.40)
25,"Fisher, Sam",22y 288d,12 (8-0-4 66.67%),,←,
9,"Gehrig, Fraser",29y 52d,196 (99-1-96 50.77%),347 (1.77),81 (36-0-45 44.44%),188 (2.32)
18,"Goddard, Brendon",19y 339d,47 (29-0-18 61.70%),11 (0.23),←,
34,"Guerra, Brent",22y 330d,85 (61-0-24 71.76%),70 (0.82),20 (14-0-6 70.00%),31 (1.55)
2,"Hamill, Aaron",27y 247d,174 (83-0-91 47.70%),224 (1.29),82 (34-0-48 41.46%),110 (1.34)
35,"Harvey, Robert",33y 246d,304 (147-3-154 48.85%),174 (0.57),←,
7,"Hayes, Lenny",25y 100d,121 (47-2-72 39.67%),47 (0.39),←,
8,"Hudghton, Max",28y 234d,158 (66-2-90 42.41%),14 (0.09),←,
5,"Jones, Austinn",28y 208d,209 (92-2-115 44.50%),123 (0.59),←,
23,"Koschitzke, Justin",22y 216d,61 (27-0-34 44.26%),38 (0.62),←,
31,"Maguire, Matt",20y 329d,51 (25-0-26 49.02%),10 (0.20),←,
44,"Milne, Stephen",25y 47d,78 (30-1-47 39.10%),165 (2.12),←,
1,"Peckett, Justin",32y 201d,219 (92-2-125 42.47%),42 (0.19),←,
4,"Thompson, Andrew",32y 185d,177 (76-2-99 43.50%),90 (0.51),←,
13,"Voss, Brett",27y 61d,117 (53-2-62 46.15%),40 (0.34),82 (34-1-47 42.07%),29 (0.35)
Totals,Totals,25y 78d,2369 (1108-20-1241 46.77%),1538 (0.65),,
C,"Thomas, Grant",47y 69d,81 (37-1-43 46.30%),,←,
