Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
13,"Baker, Oskar",25y 304d,34 (17-0-17 50.00%),13 (0.38),19 (11-0-8 57.89%),9 (0.47)
4,"Bontempelli, Marcus",28y 121d,218 (120-0-98 55.05%),203 (0.93),←,
29,"Bramble, Lachlan",25y 340d,32 (10-2-20 34.38%),3 (0.09),2 (1-0-1 50.00%),1 (0.50)
17,"Coffield, Nick",24y 153d,54 (23-1-30 43.52%),2 (0.04),2 (1-0-1 50.00%),
31,"Dale, Bailey",27y 246d,133 (72-0-61 54.14%),78 (0.59),←,
35,"Daniel, Caleb",27y 261d,178 (97-0-81 54.49%),47 (0.26),←,
10,"Darcy, Sam",20y 249d,8 (3-0-5 37.50%),5 (0.63),←,
44,"English, Tim",26y 227d,110 (60-0-50 54.55%),63 (0.57),←,
12,"Gallagher, Harvey",20y 180d,2 (1-0-1 50.00%),1 (0.50),←,
39,"Johannisen, Jason",31y 137d,189 (99-0-90 52.38%),75 (0.40),←,
19,"Jones, Liam",33y 29d,181 (68-0-113 37.57%),84 (0.46),86 (38-0-48 44.19%),68 (0.79)
24,"Khamis, Buku",24y,12 (8-0-4 66.67%),7 (0.58),←,
21,"Liberatore, Tom",31y 313d,218 (107-0-111 49.08%),82 (0.38),←,
33,"Naughton, Aaron",24y 115d,125 (69-0-56 55.20%),194 (1.55),←,
25,"Poulter, Caleb",21y 164d,22 (8-0-14 36.36%),5 (0.23),10 (5-0-5 50.00%),3 (0.30)
20,"Richards, Ed",24y 265d,106 (55-0-51 51.89%),25 (0.24),←,
9,"Sanders, Ryley",19y 63d,2 (1-0-1 50.00%),,←,
1,"Treloar, Adam",31y 15d,233 (105-1-127 45.28%),138 (0.59),60 (35-0-25 58.33%),41 (0.68)
2,"Ugle-Hagan, Jamarra",21y 355d,47 (24-0-23 51.06%),63 (1.34),←,
23,"Vandermeer, Laitham",25y 50d,46 (24-0-22 52.17%),21 (0.46),←,
3,"Weightman, Cody",23y 69d,61 (33-0-28 54.10%),106 (1.74),←,
14,"West, Rhylee",23y 256d,39 (22-0-17 56.41%),22 (0.56),←,
34,"Williams, Bailey",26y 166d,129 (69-0-60 53.49%),29 (0.22),←,
Totals,Totals,25y 225d,2179 (1095-4-1080 50.25%),1266 (0.58),,
C,"Beveridge, Luke",53y 214d,208 (117-0-91 56.25%),,←,
