St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
40,"Acres, Blake",6,1,9,15,,,,3.0,2.0,,3.0,,,,,8.0,7.0,,,1.0,,,86.0
15,"Billings, Jack",11,7,4,15,1,1.0,,3.0,,1.0,,2.0,2.0,,,4.0,11.0,1.0,1.0,,,,87.0
26,"Curren, Tom",7,2,4,11,,,,6.0,,,1.0,1.0,2.0,1.0,,3.0,6.0,,,,,,91.0
21,"Delaney, Luke",2,3,3,5,,,,,,,,1.0,,1.0,,1.0,4.0,,,10.0,,,98.0
24,"Dempster, Sean",9,4,10,19,,,2.0,2.0,4.0,,,3.0,,,,4.0,14.0,1.0,,3.0,1.0,,92.0
14 ↓,"Geary, Jarryn",7,3,2,9,,,,,1.0,2.0,,2.0,,,,1.0,6.0,,,1.0,1.0,,23.0
33,"Gwilt, James",7,3,2,9,,,,1.0,3.0,,,3.0,1.0,,,2.0,7.0,,,2.0,,,61.0
7,"Hayes, Lenny",10,1,14,24,,1.0,1.0,9.0,2.0,3.0,5.0,3.0,1.0,1.0,,11.0,15.0,,,2.0,,1.0,80.0
4,"Jones, Clinton",10,1,11,21,,,,6.0,3.0,,3.0,3.0,,,,5.0,12.0,,,,,,91.0
18,"Longer, Billy",1,1,6,7,,,28.0,2.0,1.0,1.0,,2.0,1.0,1.0,,5.0,3.0,,,3.0,,,86.0
11,"Montagna, Leigh",24,5,15,39,1,,,7.0,5.0,4.0,12.0,2.0,,,,20.0,16.0,,1.0,1.0,1.0,,84.0
16,"Newnes, Jack",4,3,7,11,,,,5.0,1.0,1.0,1.0,2.0,,,,6.0,6.0,,,3.0,,,84.0
22,"Ray, Farren",14,5,10,24,,,,2.0,1.0,2.0,3.0,2.0,2.0,,,12.0,13.0,1.0,,2.0,,1.0,95.0
12,"Riewoldt, Nick",6,4,4,10,,,,1.0,,2.0,,2.0,,1.0,,3.0,7.0,,1.0,,,,96.0
35 ↑,"Saunders, Josh",,,11,11,,,,5.0,1.0,,3.0,,,,,9.0,2.0,,,2.0,,,66.0
5,"Savage, Shane",1,,7,8,,,,3.0,1.0,,1.0,1.0,,,,4.0,4.0,,,,,,72.0
13,"Schneider, Adam",7,3,2,9,,,,1.0,,3.0,2.0,4.0,,1.0,,4.0,5.0,,,,,,70.0
31,"Simpkin, Tom",7,4,6,13,,,,2.0,2.0,,1.0,1.0,1.0,1.0,,9.0,4.0,1.0,,6.0,,,97.0
28,"Stanley, Rhys",9,7,1,10,1,,9.0,3.0,,3.0,,1.0,,1.0,,3.0,7.0,3.0,1.0,,,,92.0
3,"Steven, Jack",15,1,14,29,1,,,7.0,4.0,3.0,7.0,2.0,1.0,1.0,,11.0,17.0,,,,2.0,,77.0
29,"Webster, Jimmy",4,,9,13,,,,3.0,3.0,,1.0,1.0,,1.0,,4.0,8.0,,,3.0,,,88.0
44,"Weller, Maverick",11,4,5,16,,,,2.0,2.0,,2.0,2.0,1.0,,,5.0,12.0,,1.0,3.0,,1.0,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,172,62,156,328,4,6.0,40.0,73.0,36.0,25.0,45.0,40.0,12.0,10.0,,134.0,186.0,7.0,5.0,42.0,5.0,3.0,
Opposition,Opposition,261,113,217,478,27,13.0,50.0,56.0,20.0,68.0,48.0,37.0,10.0,12.0,6.0,145.0,314.0,10.0,24.0,62.0,17.0,19.0,
