Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Adcock, Jed",10,1,4,14,,,,2.0,3.0,1.0,,1.0,3.0,,,5.0,7.0,,,1.0,,,85.0
4,"Aish, James",5,1,12,17,,,,2.0,1.0,1.0,4.0,1.0,2.0,,,8.0,9.0,,,1.0,,1.0,81.0
8,"Bewick, Rohan",11,8,11,22,,1.0,,1.0,3.0,3.0,2.0,3.0,,,,5.0,17.0,1.0,1.0,1.0,1.0,,80.0
42 ↓,"Clarke, Justin",,,,,,,,1.0,,,,1.0,,1.0,,,,,,9.0,,,49.0
33,"Close, Michael",2,2,1,3,,1.0,,3.0,,,,2.0,,,,,3.0,,2.0,5.0,,,87.0
5,"Crisp, Jack",10,7,6,16,3,,1.0,3.0,,4.0,2.0,2.0,,1.0,,5.0,12.0,1.0,1.0,2.0,2.0,,85.0
34,"Freeman, Jonathan",2,2,3,5,,1.0,,2.0,,,,1.0,,,,5.0,2.0,1.0,1.0,2.0,,,94.0
27,"Gardiner, Darcy",4,5,7,11,,,,,2.0,1.0,,1.0,,1.0,,5.0,7.0,1.0,,7.0,,,83.0
6,"Green, Josh",8,1,5,13,2,,,2.0,,3.0,1.0,1.0,1.0,,,7.0,4.0,1.0,,,,,85.0
11,"Hanley, Pearce",12,4,15,27,,,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,,6.0,20.0,,,,,1.0,83.0
2,"Harwood, Ryan",9,3,8,17,,,,3.0,3.0,1.0,1.0,2.0,1.0,1.0,,3.0,15.0,,,2.0,,1.0,75.0
36,"Maguire, Matt",9,8,7,16,,1.0,,2.0,3.0,4.0,,2.0,,2.0,,5.0,11.0,1.0,,6.0,,,87.0
12,"Martin, Stefan",14,10,12,26,,2.0,30.0,,3.0,5.0,1.0,4.0,1.0,2.0,,7.0,17.0,,,,,1.0,94.0
32,"Mayes, Sam",11,7,10,21,1,,,1.0,1.0,4.0,,4.0,1.0,1.0,,3.0,18.0,1.0,,1.0,1.0,,78.0
25,"McStay, Daniel",5,6,8,13,1,,,,2.0,1.0,,1.0,,,,3.0,9.0,1.0,1.0,1.0,1.0,,95.0
21,"Merrett, Daniel",2,3,4,6,,,,,,1.0,,5.0,,4.0,,4.0,2.0,2.0,,5.0,,,92.0
22 ↑,"Paparone, Marco",6,3,7,13,,,,1.0,,5.0,,,,,,4.0,10.0,1.0,,2.0,,,42.0
24,"Patfull, Joel",4,3,13,17,,,,2.0,1.0,,1.0,,1.0,,,7.0,10.0,,,5.0,,,91.0
18,"Robertson, Nick",9,5,5,14,,,1.0,5.0,,1.0,1.0,4.0,,3.0,,6.0,9.0,1.0,,1.0,,,81.0
38,"Rockliff, Tom",22,10,18,40,1,1.0,,10.0,3.0,7.0,6.0,2.0,1.0,,,13.0,27.0,,1.0,1.0,,,89.0
28,"Taylor, Lewis",4,2,13,17,,,,1.0,1.0,2.0,2.0,2.0,,1.0,,5.0,12.0,,,,,,85.0
15,"Zorko, Dayne",8,1,21,29,1,1.0,,2.0,2.0,5.0,7.0,2.0,,2.0,,16.0,13.0,,,4.0,1.0,1.0,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,167,92,190,357,9,9.0,34.0,46.0,29.0,52.0,30.0,43.0,12.0,20.0,,122.0,234.0,12.0,7.0,56.0,6.0,5.0,
Opposition,Opposition,229,98,149,378,25,18.0,49.0,61.0,40.0,63.0,47.0,36.0,20.0,12.0,6.0,153.0,231.0,11.0,18.0,56.0,5.0,15.0,
