Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
7,"Cunningham, Harry",24y 177d,92 (64-0-28 69.57%),44 (0.48),←,
13,"Florent, Oliver",19y 314d,20 (12-0-8 60.00%),8 (0.40),←,
23,"Franklin, Lance",31y 122d,279 (179-1-99 64.34%),885 (3.17),97 (70-0-27 72.16%),305 (3.14)
39,"Grundy, Heath",31y 364d,248 (158-2-88 64.11%),23 (0.09),←,
4,"Hannebery, Dan",27y 97d,200 (131-2-67 66.00%),94 (0.47),←,
9,"Hayward, Will",19y 218d,28 (18-0-10 64.29%),41 (1.46),←,
5,"Heeney, Isaac",22y 27d,69 (50-0-19 72.46%),71 (1.03),←,
29,"Hewett, George",22y 154d,59 (42-0-17 71.19%),30 (0.51),←,
15,"Jack, Kieren",30y 338d,240 (152-3-85 63.96%),158 (0.66),←,
10,"Jones, Zak",23y 78d,63 (40-0-23 63.49%),18 (0.29),←,
12,"Kennedy, Josh",29y 346d,215 (140-2-73 65.58%),136 (0.63),202 (135-2-65 67.33%),132 (0.65)
44,"Lloyd, Jake",24y 254d,103 (74-0-29 71.84%),26 (0.25),←,
31,"Marsh, Harrison",24y 139d,21 (12-0-9 57.14%),,←,
3,"McVeigh, Jarrad",33y 55d,311 (196-4-111 63.67%),200 (0.64),←,
28,"Newman, Nic",25y 137d,23 (16-0-7 69.57%),7 (0.30),←,
26,"Parker, Luke",25y 219d,162 (110-1-51 68.21%),130 (0.80),←,
24,"Rampe, Dane",27y 364d,126 (89-1-36 71.03%),6 (0.05),←,
16,"Rohan, Gary",26y 359d,103 (68-1-34 66.50%),94 (0.91),←,
25,"Ronke, Ben",20y 165d,6 (5-0-1 83.33%),12 (2.00),←,
18,"Sinclair, Callum",28y 251d,75 (54-1-20 72.67%),49 (0.65),46 (32-0-14 69.57%),31 (0.67)
40,"Smith, Nick",29y 354d,202 (130-2-70 64.85%),10 (0.05),←,
33,"Stoddart, Ryley",18y 229d,2 (2-0-0 100.00%),1 (0.50),←,
Totals,Totals,25y 316d,2647 (1742-20-885 65.81%),2043 (0.77),,
C,"Longmire, John",47y 152d,184 (125-2-57 68.48%),,←,
