St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
43,"Attard, Jayden",21y 103d,16 (5-0-11 31.25%),2 (0.13),11 (4-0-7 36.36%),1 (0.09)
10,"Baker, Steven",27y 19d,143 (65-1-77 45.80%),30 (0.21),←,
14,"Ball, Luke",23y 16d,95 (56-0-39 58.95%),44 (0.46),←,
27,"Blake, Jason",26y 87d,102 (48-1-53 47.55%),24 (0.24),←,
16,"Clarke, Raphael",21y 259d,24 (14-0-10 58.33%),3 (0.13),←,
26,"Dal Santo, Nick",23y 108d,109 (58-1-50 53.67%),54 (0.50),←,
17,"Fiora, Aaron",26y 52d,119 (53-0-66 44.54%),49 (0.41),41 (20-0-21 48.78%),24 (0.59)
25,"Fisher, Sam",24y 335d,60 (36-0-24 60.00%),4 (0.07),←,
9,"Gehrig, Fraser",31y 99d,245 (128-1-116 52.45%),503 (2.05),130 (65-0-65 50.00%),344 (2.65)
19,"Gilbert, Sam",20y 295d,9 (3-0-6 33.33%),4 (0.44),←,
1,"Gram, Jason",23y 44d,41 (22-0-19 53.66%),15 (0.37),39 (21-0-18 53.85%),15 (0.38)
33,"Gwilt, James",20y 303d,12 (5-0-7 41.67%),3 (0.25),←,
7,"Hayes, Lenny",27y 147d,157 (66-2-89 42.68%),58 (0.37),←,
30,"Howard, Brad",19y 171d,2 (0-0-2 0.00%),,←,
8,"Hudghton, Max",30y 281d,197 (87-2-108 44.67%),14 (0.07),←,
23,"Koschitzke, Justin",24y 263d,89 (43-0-46 48.31%),77 (0.87),←,
44,"Milne, Stephen",27y 94d,130 (60-1-69 46.54%),254 (1.95),←,
11,"Montagna, Leigh",23y 220d,62 (36-0-26 58.06%),43 (0.69),←,
12,"Riewoldt, Nick",24y 236d,123 (59-1-63 48.37%),229 (1.86),←,
29,"Rix, Michael",26y 153d,21 (12-0-9 57.14%),2 (0.10),←,
4,"Thompson, Andrew",34y 232d,217 (99-2-116 46.08%),93 (0.43),←,
13,"Voss, Brett",29y 108d,165 (81-2-82 49.70%),63 (0.38),130 (62-1-67 48.08%),52 (0.40)
Totals,Totals,25y 132d,2138 (1036-14-1088 48.46%),1568 (0.73),,
C,"Lyon, Ross",40y 214d,11 (4-0-7 36.36%),,←,
