Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",20y 313d,42 (21-1-20 51.19%),2 (0.05),←,
17,"Callaghan, Finn",19y 4d,3 (1-0-2 33.33%),1 (0.33),←,
3,"Coniglio, Stephen",28y 136d,163 (74-1-88 45.71%),91 (0.56),←,
13,"Cumming, Isaac",23y 262d,40 (19-1-20 48.75%),1 (0.03),←,
24,"de Boer, Matt",32y 51d,218 (123-5-90 57.57%),80 (0.37),80 (45-4-31 58.75%),32 (0.40)
30,"Flynn, Matt",24y 229d,17 (4-1-12 26.47%),8 (0.47),←,
4,"Greene, Toby",28y 217d,178 (82-2-94 46.63%),233 (1.31),←,
12,"Green, Tom",21y 97d,31 (14-1-16 46.77%),14 (0.45),←,
43,"Hamilton, Cooper",18y 218d,1 (1-0-0 100.00%),,←,
19,"Haynes, Nick",29y 347d,171 (83-4-84 49.71%),10 (0.06),←,
37,"Hill, Bobby",22y 80d,37 (16-1-20 44.59%),32 (0.86),←,
27,"Himmelberg, Harry",25y 357d,112 (64-2-46 58.04%),141 (1.26),←,
23,"Hogan, Jesse",27y 77d,104 (48-0-56 46.15%),198 (1.90),14 (7-0-7 50.00%),28 (2.00)
39,"Idun, Connor",21y 275d,33 (15-1-17 46.97%),,←,
25,"Keeffe, Lachlan",32y 16d,85 (46-0-39 54.12%),16 (0.19),45 (21-0-24 46.67%),9 (0.20)
22,"Kelly, Josh",27y 77d,162 (87-3-72 54.63%),101 (0.62),←,
40,"Kennedy, Adam",29y 292d,135 (55-1-79 41.11%),13 (0.10),←,
36,"Perryman, Harry",23y 132d,77 (38-1-38 50.00%),19 (0.25),←,
11,"Preuss, Braydon",26y 318d,22 (6-0-16 27.27%),10 (0.45),4 (2-0-2 50.00%),1 (0.25)
14,"Taranto, Tim",24y 92d,105 (58-2-45 56.19%),46 (0.44),←,
15,"Taylor, Sam",22y 360d,60 (35-0-25 58.33%),1 (0.02),←,
8,"Ward, Callan",32y 20d,255 (114-4-137 45.49%),128 (0.50),195 (82-4-109 43.08%),95 (0.49)
6,"Whitfield, Lachie",27y 286d,174 (85-4-85 50.00%),67 (0.39),←,
Totals,Totals,25y 249d,2225 (1089-35-1101 48.94%),1212 (0.54),,
C,"Cameron, Leon",49y 240d,191 (101-4-86 53.93%),,←,
