Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",28y 208d,141 (72-0-69 51.06%),21 (0.15),←,
35,"Biglands, Rhett",27y 302d,100 (55-0-45 55.00%),36 (0.36),←,
44,"Bock, Nathan",22y 105d,25 (13-0-12 52.00%),10 (0.40),←,
24,"Burton, Brett",27y 60d,108 (53-0-55 49.07%),135 (1.25),←,
11,"Doughty, Michael",25y 332d,66 (39-0-27 59.09%),20 (0.30),←,
9,"Edwards, Tyson",28y 331d,210 (109-0-101 51.90%),133 (0.63),←,
36,"Goodwin, Simon",28y 189d,159 (86-0-73 54.09%),90 (0.57),←,
34,"Hart, Ben",30y 359d,287 (149-1-137 52.09%),44 (0.15),←,
37,"Hentschel, Trent",22y 190d,31 (15-0-16 48.39%),25 (0.81),←,
13,"Hudson, Ben",26y 129d,27 (14-0-13 51.85%),4 (0.15),←,
39,"Mattner, Martin",22y 331d,47 (26-0-21 55.32%),7 (0.15),←,
16,"McGregor, Ken",24y 155d,106 (52-0-54 49.06%),51 (0.48),←,
23,"McLeod, Andrew",28y 333d,229 (118-0-111 51.53%),233 (1.02),←,
22,"Perrie, Ian",26y 85d,83 (45-0-38 54.22%),89 (1.07),←,
33,"Reilly, Brent",21y 233d,35 (19-0-16 54.29%),12 (0.34),←,
32,"Ricciuto, Mark",30y 25d,276 (136-1-139 49.46%),223 (0.81),←,
25,"Rutten, Ben",22y 36d,25 (15-0-10 60.00%),3 (0.12),←,
12,"Shirley, Robert",25y 24d,64 (32-0-32 50.00%),12 (0.19),←,
14,"Skipworth, Hayden",22y 128d,31 (15-0-16 48.39%),20 (0.65),←,
5,"Thompson, Scott",22y 111d,52 (27-0-25 51.92%),33 (0.63),13 (9-0-4 69.23%),16 (1.23)
7,"van Berlo, Nathan",19y 27d,5 (4-0-1 80.00%),,←,
17,"Welsh, Scott",26y 208d,128 (74-0-54 57.81%),213 (1.66),92 (48-0-44 52.17%),183 (1.99)
Totals,Totals,25y 177d,2235 (1168-2-1065 52.26%),1414 (0.63),,
C,"Craig, Neil",49y 173d,23 (13-0-10 56.52%),,←,
