Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
19,"Beveridge, Luke",24y 222d,63 (38-0-25 60.32%),64 (1.02),21 (14-0-7 66.67%),23 (1.10)
18,"Cameron, Leon",22y 212d,86 (46-1-39 54.07%),41 (0.48),←,
16,"Croft, Matthew",22y 35d,25 (14-0-11 56.00%),17 (0.68),←,
3,"Grant, Chris",22y 110d,101 (56-1-44 55.94%),227 (2.25),←,
1,"Grgic, Ilija",23y 28d,33 (20-0-13 60.61%),49 (1.48),←,
10,"Hunter, Mark",29y 211d,113 (55-2-56 49.56%),9 (0.08),←,
6,"Johnson, Brad",18y 258d,10 (6-0-4 60.00%),7 (0.70),←,
4,"Kellett, Nigel",25y 105d,60 (31-0-29 51.67%),24 (0.40),←,
2,"Kolyniuk, Steven",24y 271d,92 (47-1-44 51.63%),110 (1.20),←,
35,"Kretiuk, Steven",22y 272d,42 (26-0-16 61.90%),9 (0.21),←,
36,"Lane, Tyson",18y 220d,1 (1-0-0 100.00%),,←,
39,"Liberatore, Tony",29y 50d,129 (73-1-55 56.98%),67 (0.52),←,
44,"Osborne, Richard",30y 290d,222 (93-0-129 41.89%),484 (2.18),19 (12-0-7 63.16%),34 (1.79)
11,"Romero, Jose",23y 244d,90 (50-0-40 55.56%),98 (1.09),1 (1-0-0 100.00%),
34,"Sexton, Ben",22y 155d,31 (16-1-14 53.23%),26 (0.84),←,
38,"Sir, Sedat",20y 27d,1 (1-0-0 100.00%),,←,
17,"Standfield, Barry",25y 48d,75 (43-0-32 57.33%),32 (0.43),←,
24,"Wallis, Stephen",30y 157d,229 (123-2-104 54.15%),55 (0.24),←,
25,"Watts, Jason",23y 247d,22 (12-0-10 54.55%),2 (0.09),←,
7,"West, Scott",20y 139d,41 (23-0-18 56.10%),30 (0.73),←,
15,"Wynd, Scott",25y 67d,108 (56-1-51 52.31%),22 (0.20),←,
Totals,Totals,24y 21d,1574 (830-10-734 52.73%),1373 (0.87),,
C,"Joyce, Alan",52y 163d,116 (80-0-36 68.97%),,23 (13-0-10 56.52%),
