Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
30,"Bayes, Mark",23y 163d,112 (59-0-53 52.68%),84 (0.75),←,
16,"Bolton, David",30y 43d,114 (56-0-58 49.12%),57 (0.50),86 (42-0-44 48.84%),46 (0.53)
7,"Carroll, Dennis",29y 291d,182 (88-0-94 48.35%),88 (0.48),←,
29,"Cordy, Neil",31y 139d,204 (82-0-122 40.20%),32 (0.16),65 (31-0-34 47.69%),4 (0.06)
6,"Eustice, Mark",27y 192d,132 (58-0-74 43.94%),54 (0.41),41 (17-0-24 41.46%),9 (0.22)
9,"Henwood, Wayne",27y 314d,69 (31-0-38 44.93%),40 (0.58),←,
47,"Higgins, Leon",22y 59d,52 (21-0-31 40.38%),46 (0.88),←,
14,"Kennedy, Michael",26y 227d,73 (44-1-28 60.96%),9 (0.12),14 (4-0-10 28.57%),3 (0.21)
34,"Luff, Troy",20y 276d,5 (2-0-3 40.00%),8 (1.60),←,
10,"Mitchell, Barry",24y 261d,125 (60-0-65 48.00%),163 (1.30),←,
40,"Nettelbeck, Craig",18y 91d,4 (2-0-2 50.00%),,←,
33,"ODwyer, Chris",18y 302d,4 (2-0-2 50.00%),,←,
28,"Page, Glenn",20y 154d,10 (3-0-7 30.00%),2 (0.20),←,
5,"Roberts, Ian",33y 144d,149 (66-0-83 44.30%),31 (0.21),←,
12,"Thripp, Terry",26y 298d,60 (28-0-32 46.67%),39 (0.65),←,
15,"Toohey, Bernard",27y 188d,201 (103-0-98 51.24%),98 (0.49),107 (56-0-51 52.34%),63 (0.59)
20,"West, Jim",24y 135d,21 (5-0-16 23.81%),33 (1.57),←,
2,"Williams, Greg",26y 329d,125 (71-0-54 56.80%),114 (0.91),91 (53-0-38 58.24%),104 (1.14)
25,"Willis, David",22y 228d,23 (13-0-10 56.52%),3 (0.13),←,
26,"Wright, Stephen",29y 172d,219 (100-0-119 45.66%),232 (1.06),←,
Totals,Totals,25y 237d,1884 (894-1-989 47.45%),1133 (0.60),,
C,"Kinnear, Col",42y 319d,43 (16-0-27 37.21%),,←,
