Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",24y 207d,68 (38-0-30 55.88%),105 (1.54),30 (20-0-10 66.67%),50 (1.67)
33,"Allison, Brett",30y 333d,210 (115-1-94 55.00%),266 (1.27),←,
11,"Archer, Glenn",26y 31d,142 (90-0-52 63.38%),91 (0.64),←,
26,"Bell, Peter",23y 54d,80 (51-0-29 63.75%),74 (0.93),78 (51-0-27 65.38%),72 (0.92)
12,"Blakey, John",32y 274d,279 (143-0-136 51.25%),88 (0.32),144 (91-0-53 63.19%),50 (0.35)
16,"Capuano, Mathew",23y 234d,51 (37-0-14 72.55%),15 (0.29),←,
23,"Clayton, Shane",20y 182d,23 (4-0-19 17.39%),4 (0.17),5 (2-0-3 40.00%),3 (0.60)
3,"Dhurrkay, Gary",25y 51d,56 (22-0-34 39.29%),50 (0.89),5 (2-0-3 40.00%),4 (0.80)
6,"Grant, Shannon",22y 5d,88 (52-1-35 59.66%),87 (0.99),30 (20-0-10 66.67%),49 (1.63)
29,"Harvey, Brent",20y 345d,46 (30-0-16 65.22%),45 (0.98),←,
21,"Hewitt, Evan",20y 291d,23 (14-0-9 60.87%),14 (0.61),←,
4,"Martyn, Mick",30y 236d,226 (130-1-95 57.74%),14 (0.06),←,
5,"McCartney, Jason",25y 41d,102 (51-0-51 50.00%),49 (0.48),27 (17-0-10 62.96%),1 (0.04)
31,"McKernan, Corey",25y 126d,119 (80-0-39 67.23%),130 (1.09),←,
20,"Mellington, Anthony",24y 271d,44 (10-0-34 22.73%),43 (0.98),20 (9-0-11 45.00%),19 (0.95)
28,"Pickett, Byron",21y 256d,31 (20-0-11 64.52%),,←,
13,"Pike, Martin",26y 161d,108 (44-0-64 40.74%),53 (0.49),48 (32-0-16 66.67%),13 (0.27)
39,"Rawlings, Brady",17y 318d,3 (2-0-1 66.67%),,←,
8,"Scott, Robert",30y 54d,233 (141-1-91 60.73%),215 (0.92),101 (66-0-35 65.35%),51 (0.50)
7,"Simpson, Adam",23y 67d,70 (49-0-21 70.00%),33 (0.47),←,
10,"Stevens, Anthony",27y 296d,186 (112-0-74 60.22%),85 (0.46),←,
30,"Welsh, Scott",20y 138d,19 (10-0-9 52.63%),14 (0.74),←,
Totals,Totals,24y 264d,2207 (1245-4-958 56.41%),1475 (0.67),,
C,"Pagan, Denis",51y 212d,150 (96-0-54 64.00%),,←,
