Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Buckley, Nathan",17,1,7,24,1,1.0,,3.0,3.0,5.0,6.0,2.0,2.0,1.0,,14.0,11.0,,,1.0,,,100.0
17,"Burns, Scott",8,4,14,22,2,,,5.0,1.0,2.0,6.0,2.0,1.0,,,14.0,6.0,1.0,1.0,,,,91.0
8,"Clement, James",6,4,2,8,,,,1.0,3.0,1.0,,2.0,,1.0,,3.0,3.0,2.0,,3.0,2.0,,100.0
34,"Cloke, Jason",1,1,3,4,,,3.0,,,1.0,,1.0,1.0,1.0,,4.0,,1.0,,,,,46.0
13,"Cole, Richard",4,2,5,9,,,,4.0,1.0,,,5.0,,1.0,,3.0,7.0,,,,,,100.0
1,"Davis, Leon",6,2,4,10,1,1.0,,1.0,,3.0,1.0,1.0,,,,6.0,4.0,,1.0,3.0,,,76.0
4,"Didak, Alan",9,5,4,13,3,1.0,,1.0,,4.0,,2.0,2.0,,,4.0,9.0,,2.0,1.0,1.0,,86.0
25,"Fraser, Josh",15,7,8,23,1,,21.0,,2.0,4.0,14.0,6.0,5.0,2.0,,18.0,3.0,4.0,3.0,2.0,,,95.0
6,"Holland, Brodie",4,,4,8,,1.0,,2.0,,,,1.0,,1.0,,2.0,5.0,,,,,1.0,70.0
26,"Johnson, Ben",12,2,7,19,,,,5.0,3.0,2.0,4.0,1.0,1.0,,,6.0,10.0,,,3.0,,,100.0
28,"Kinnear, Ben",1,2,3,4,,,1.0,4.0,,2.0,,1.0,,,,1.0,3.0,,,1.0,,,48.0
18,"Licuria, Paul",14,3,7,21,1,1.0,,7.0,,7.0,8.0,4.0,1.0,3.0,,11.0,9.0,,,,,,97.0
39,"Lokan, Matthew",2,1,,2,,,,,,,,2.0,,2.0,,,2.0,,,1.0,,,37.0
37,"Lonie, Ryan",2,,2,4,,,,4.0,1.0,,1.0,,,,,1.0,3.0,,,4.0,,,84.0
11,"OBree, Shane",9,,4,13,,,,2.0,1.0,4.0,,,,,,4.0,9.0,,,,,3.0,83.0
35,"Prestigiacomo, Simon",6,4,3,9,,,,2.0,1.0,,1.0,1.0,,,,5.0,4.0,2.0,,2.0,,,100.0
29,"Scotland, Heath",8,2,6,14,1,,,2.0,1.0,3.0,2.0,3.0,,,,7.0,6.0,,1.0,,,,71.0
22,"Shaw, Rhyce",5,3,3,8,,,,,2.0,,1.0,2.0,2.0,1.0,,6.0,5.0,,,1.0,,,76.0
20,"Tarrant, Chris",9,6,3,12,1,2.0,1.0,,,4.0,,,,,,7.0,5.0,2.0,3.0,,,1.0,100.0
14,"Wakelin, Shane",7,2,1,8,,,,1.0,5.0,,,,1.0,,,3.0,4.0,,,7.0,,,100.0
38,"Walker, Tristen",1,,,1,,,5.0,1.0,,,,,,,,,2.0,,,1.0,,1.0,49.0
2,"Woewodin, Shane",9,1,4,13,1,1.0,,3.0,,,5.0,2.0,2.0,,,9.0,6.0,,1.0,,,,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,155,52,94,249,12,12.0,31.0,48.0,24.0,42.0,49.0,38.0,18.0,13.0,,128.0,116.0,12.0,12.0,30.0,3.0,6.0,
Opposition,Opposition,191,85,120,311,20,14.0,55.0,47.0,25.0,52.0,45.0,32.0,13.0,18.0,,150.0,154.0,21.0,18.0,41.0,10.0,9.0,
