Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
47,"Ambrose, Patrick",22y 315d,11 (7-0-4 63.64%),9 (0.82),←,
12,"Baguley, Mark",27y 53d,43 (23-0-20 53.49%),2 (0.05),←,
22,"Carlisle, Jake",22y 285d,64 (33-0-31 51.56%),27 (0.42),←,
3,"Chapman, Paul",32y 250d,264 (174-2-88 66.29%),351 (1.33),13 (8-0-5 61.54%),15 (1.15)
32,"Colyer, Travis",22y 323d,39 (20-0-19 51.28%),25 (0.64),←,
6,"Daniher, Joe",20y 131d,21 (12-0-9 57.14%),22 (1.05),←,
29,"DellOlio, Cory",24y 217d,13 (7-0-6 53.85%),14 (1.08),←,
15,"Dempsey, Courtenay",26y 319d,99 (47-2-50 48.48%),26 (0.26),←,
31,"Fletcher, Dustin",39y 67d,391 (230-5-156 59.46%),70 (0.18),←,
21,"Heppell, Dyson",22y 60d,78 (42-1-35 54.49%),18 (0.23),←,
39,"Hocking, Heath",26y 198d,112 (55-2-55 50.00%),39 (0.35),←,
26,"Hooker, Cale",25y 273d,104 (49-1-54 47.60%),7 (0.07),←,
40,"Howlett, Ben",25y 265d,90 (48-1-41 53.89%),45 (0.50),←,
18,"Hurley, Michael",24y 42d,93 (46-2-45 50.54%),100 (1.08),←,
17,"Melksham, Jake",22y 318d,94 (46-1-47 49.47%),48 (0.51),←,
20,"Merrett, Jackson",21y 136d,26 (17-0-9 65.38%),11 (0.42),←,
27,"Merrett, Zach",18y 283d,13 (8-0-5 61.54%),8 (0.62),←,
23,"Myers, David",25y 13d,77 (40-0-37 51.95%),23 (0.30),←,
30,"Ryder, Paddy",26y 121d,163 (76-3-84 47.55%),108 (0.66),←,
5,"Stanton, Brent",28y 73d,219 (95-3-121 44.06%),145 (0.66),←,
8,"Winderlich, Jason",29y 276d,121 (50-1-70 41.74%),77 (0.64),←,
11,"Zaharakis, David",24y 142d,103 (53-1-49 51.94%),84 (0.82),←,
Totals,Totals,25y 172d,2238 (1178-25-1035 52.64%),1259 (0.56),,
C,"Thompson, Mark",50y 236d,276 (170-3-103 62.14%),,16 (9-0-7 56.25%),
