Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",28y 327d,234 (131-2-101 56.41%),310 (1.32),42 (7-0-35 16.67%),48 (1.14)
11,"Bennell, Harley",20y 186d,38 (6-0-32 15.79%),40 (1.05),←,
3,"Brennan, Jared",28y 252d,160 (61-3-96 39.06%),93 (0.58),41 (6-0-35 14.63%),18 (0.44)
12,"Day, Sam",20y 212d,24 (3-0-21 12.50%),14 (0.58),←,
23,"Dixon, Charlie",22y 195d,24 (6-0-18 25.00%),15 (0.63),←,
33,"Hall, Aaron",22y 148d,10 (3-0-7 30.00%),11 (1.10),←,
5,"Harbrow, Jarrod",24y 262d,107 (47-1-59 44.39%),26 (0.24),37 (7-0-30 18.92%),5 (0.14)
7,"Hunt, Karmichael",26y 140d,36 (4-0-32 11.11%),4 (0.11),←,
34,"Hutchins, Jack",21y 45d,7 (2-0-5 28.57%),1 (0.14),←,
32,"Matera, Brandon",21y 26d,31 (6-0-25 19.35%),27 (0.87),←,
17,"May, Steven",21y 86d,19 (3-0-16 15.79%),6 (0.32),←,
29,"Murphy, Tom",27y 18d,97 (56-1-40 58.25%),5 (0.05),2 (1-0-1 50.00%),
1,"OMeara, Jaeger",19y 42d,2 (1-0-1 50.00%),1 (0.50),←,
10,"Prestia, Dion",20y 176d,33 (3-0-30 9.09%),3 (0.09),←,
35,"Rischitelli, Michael",27y 88d,148 (54-3-91 37.50%),63 (0.43),37 (5-0-32 13.51%),16 (0.43)
8,"Russell, Luke",21y 72d,27 (2-0-25 7.41%),13 (0.48),←,
26,"Shaw, Matt",21y 60d,36 (6-0-30 16.67%),14 (0.39),←,
2,"Smith, Zac",23y 43d,38 (5-0-33 13.16%),20 (0.53),←,
24,"Swallow, David",20y 138d,35 (6-0-29 17.14%),19 (0.54),←,
16,"Thompson, Rory",22y 25d,15 (2-0-13 13.33%),2 (0.13),←,
14,"Warnock, Matthew",29y 3d,79 (15-1-63 19.62%),1 (0.01),24 (4-0-20 16.67%),
38,"Wilkinson, Joel",21y 128d,18 (2-0-16 11.11%),1 (0.06),←,
Totals,Totals,23y 72d,1218 (424-11-783 34.81%),689 (0.57),,
C,"McKenna, Guy",43y 330d,46 (7-0-39 15.22%),,←,
