Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bell, Peter",5,3,2,7,,,,,,3.0,1.0,1.0,2.0,,,3.0,5.0,,,,,1.0,41.0
36,"Browne, Andrew",8,2,7,15,,1.0,,1.0,1.0,3.0,,1.0,1.0,,,6.0,9.0,,,,,1.0,79.0
2,"Carr, Josh",14,5,12,26,1,,,7.0,1.0,,5.0,3.0,2.0,1.0,,9.0,16.0,,,,,,91.0
15,"Crowley, Ryan",7,3,6,13,1,,,2.0,1.0,3.0,2.0,4.0,1.0,3.0,,6.0,8.0,,,,5.0,1.0,88.0
25,"Dodd, Steven",12,3,8,20,,,1.0,1.0,7.0,1.0,,2.0,2.0,2.0,,3.0,16.0,,,6.0,1.0,,97.0
41,"Duffield, Paul",11,6,11,22,2,,,2.0,1.0,2.0,3.0,7.0,,4.0,,8.0,14.0,,1.0,3.0,,,78.0
14,"Grover, Antoni",9,4,9,18,,,,3.0,6.0,2.0,1.0,1.0,,,,5.0,12.0,,,4.0,2.0,,85.0
4,"Hasleby, Paul",14,4,9,23,1,1.0,1.0,3.0,1.0,6.0,4.0,2.0,3.0,,,12.0,11.0,,,,,2.0,79.0
43,"Hayden, Roger",8,6,9,17,1,,,4.0,3.0,2.0,,4.0,1.0,3.0,,5.0,13.0,,,1.0,2.0,1.0,83.0
11,"Headland, Des",15,5,9,24,,1.0,,,1.0,6.0,4.0,,1.0,,,7.0,18.0,,,1.0,1.0,1.0,78.0
20,"Longmuir, Justin",4,2,7,11,,,5.0,2.0,,2.0,2.0,,1.0,,,7.0,5.0,,,,,1.0,58.0
8,"McManus, Shaun",12,9,16,28,,,,3.0,1.0,6.0,4.0,4.0,1.0,2.0,,10.0,19.0,1.0,,1.0,4.0,,84.0
18,"McPharlin, Luke",7,6,11,18,,,4.0,2.0,4.0,,1.0,2.0,1.0,2.0,,11.0,9.0,1.0,,4.0,,,86.0
16,"Mundy, David",7,4,4,11,,,,2.0,1.0,,2.0,4.0,,1.0,,4.0,6.0,1.0,,2.0,,,76.0
28,"Murphy, Ryan",1,1,3,4,,,,,,1.0,1.0,,,,,3.0,1.0,,,1.0,,,79.0
23,"Parker, Shane",4,2,5,9,,,,,2.0,,,2.0,,2.0,,1.0,6.0,,,1.0,,,100.0
29,"Pavlich, Matthew",14,12,4,18,5,2.0,,,,5.0,,5.0,,2.0,1.0,7.0,10.0,3.0,7.0,,,1.0,98.0
7,"Peake, Brett",7,6,8,15,,,,,1.0,2.0,,3.0,,1.0,,3.0,11.0,,,,4.0,,74.0
31,"Sandilands, Aaron",13,8,8,21,1,,26.0,1.0,2.0,2.0,4.0,4.0,4.0,1.0,,9.0,12.0,,,,,,82.0
6,"Solomon, Dean",8,1,4,12,2,2.0,,6.0,,1.0,1.0,1.0,3.0,,,5.0,7.0,,1.0,1.0,,1.0,84.0
17,"Tarrant, Chris",5,4,2,7,2,,,4.0,,,,4.0,,2.0,,3.0,4.0,1.0,1.0,2.0,,,92.0
19,"Walker, James",11,3,3,14,,,,1.0,,4.0,,2.0,,1.0,,2.0,14.0,,,3.0,,1.0,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,99,157,353,16,9.0,37.0,44.0,33.0,51.0,35.0,56.0,23.0,27.0,1.0,129.0,226.0,7.0,10.0,30.0,19.0,11.0,
Opposition,Opposition,207,106,110,317,19,7.0,28.0,53.0,32.0,56.0,38.0,55.0,28.0,22.0,5.0,126.0,189.0,15.0,13.0,42.0,24.0,13.0,
