Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
17,"Bowey, Jake",21y 299d,55 (38-0-17 69.09%),6 (0.11),←,
37,"Chandler, Kade",24y 176d,49 (30-0-19 61.22%),36 (0.73),←,
31,"Fritsch, Bayley",27y 214d,142 (82-1-59 58.10%),243 (1.71),←,
11,"Gawn, Max",32y 190d,219 (110-1-108 50.46%),107 (0.49),←,
15,"Langdon, Ed",28y 157d,172 (94-1-77 54.94%),71 (0.41),104 (69-1-34 66.83%),38 (0.37)
8,"Lever, Jake",28y 124d,172 (110-1-61 64.24%),5 (0.03),116 (72-1-43 62.50%),2 (0.02)
1,"May, Steven",32y 179d,231 (106-2-123 46.32%),24 (0.10),108 (68-1-39 63.43%),3 (0.03)
25,"McDonald, Tom",31y 293d,225 (101-1-123 45.11%),169 (0.75),←,
4,"McVee, Judd",20y 335d,41 (25-0-16 60.98%),,←,
18,"Melksham, Jake",32y 313d,222 (117-1-104 52.93%),182 (0.82),108 (65-0-43 60.19%),125 (1.16)
45,"Moniz-Wakefield, Andy",20y 255d,2 (1-0-1 50.00%),,←,
30,"Neal-Bullen, Alex",28y 180d,169 (99-1-69 58.88%),114 (0.67),←,
13,"Oliver, Clayton",26y 351d,178 (102-1-75 57.58%),54 (0.30),←,
36,"Pickett, Kysaiah",23y 35d,99 (66-1-32 67.17%),150 (1.52),←,
24,"Rivers, Trent",22y 343d,93 (63-1-29 68.28%),8 (0.09),←,
3,"Salem, Christian",28y 358d,171 (88-1-82 51.75%),26 (0.15),←,
32,"Sparrow, Tom",24y 37d,90 (58-1-31 65.00%),32 (0.36),←,
39,"Tholstrup, Koltyn",19y 9d,4 (2-0-2 50.00%),2 (0.50),←,
42,"Turner, Daniel",22y 161d,11 (6-0-5 54.55%),8 (0.73),←,
2,"van Rooyen, Jacob",21y 82d,34 (23-0-11 67.65%),51 (1.50),←,
7,"Viney, Jack",30y 85d,212 (98-1-113 46.46%),63 (0.30),←,
6,"Windsor, Caleb",19y 28d,16 (9-0-7 56.25%),6 (0.38),←,
40,"Woewodin, Taj",21y 103d,16 (11-0-5 68.75%),2 (0.13),←,
Totals,Totals,25y 235d,2623 (1439-15-1169 54.86%),1359 (0.52),,
C,"Goodwin, Simon",47y 194d,176 (102-1-73 58.24%),,175 (102-1-72 58.57%),
