North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Coleman-Jones, Callum",4,3,5,9,,,5.0,1.0,,2.0,,2.0,,1.0,,5.0,5.0,1.0,,2.0,,2.0,69.0
4,"Corr, Aidan",5,4,4,9,,,,,2.0,2.0,,2.0,,2.0,,5.0,6.0,,,12.0,,,86.0
25,"Curtis, Paul",9,3,3,12,2,2.0,,,,1.0,,2.0,2.0,1.0,,7.0,4.0,1.0,2.0,,,,79.0
9,"Davies-Uniacke, Luke",15,5,15,30,,,,2.0,1.0,8.0,9.0,4.0,1.0,1.0,,16.0,15.0,,,3.0,,,85.0
42,"Dawson, Kallan",4,2,8,12,,,,,2.0,1.0,,2.0,1.0,2.0,,1.0,10.0,,,5.0,,,81.0
7,"Duursma, Zane",12,11,3,15,,2.0,,2.0,,2.0,,2.0,,,,2.0,13.0,,2.0,,,,85.0
16,"Fisher, Zac",18,5,7,25,,,,1.0,2.0,3.0,,4.0,1.0,1.0,,7.0,17.0,,,2.0,2.0,,74.0
40 ↑,"Ford, Eddie",1,3,2,3,,1.0,,,,,,,,,,,3.0,,1.0,1.0,,,25.0
20,"Larkey, Nick",5,3,1,6,1,1.0,1.0,1.0,,2.0,,3.0,1.0,1.0,,2.0,3.0,,2.0,1.0,,1.0,100.0
35 ↓,"Lazzaro, Charlie",5,3,8,13,,,,2.0,1.0,,4.0,,1.0,,,6.0,7.0,,,1.0,,1.0,65.0
11,"McDonald, Luke",5,2,4,9,,,,3.0,2.0,1.0,,1.0,,,,3.0,6.0,,,2.0,,,71.0
10,"McKercher, Colby",14,6,8,22,,,,,4.0,3.0,,1.0,,,,3.0,18.0,,,1.0,2.0,1.0,77.0
32,"Pink, Toby",4,4,6,10,,,,3.0,3.0,1.0,,2.0,1.0,,,3.0,7.0,1.0,,7.0,,,84.0
24,"Powell, Tom",13,4,15,28,2,,,5.0,1.0,4.0,8.0,,,,,9.0,20.0,,1.0,,1.0,,85.0
8,"Scott, Bailey",17,7,6,23,1,,,3.0,2.0,4.0,,1.0,,,,2.0,17.0,,,,,,80.0
3,"Sheezel, Harry",17,6,18,35,,,,4.0,6.0,3.0,,2.0,,,2.0,6.0,25.0,,,,,,89.0
12,"Simpkin, Jy",8,6,6,14,1,1.0,,,,4.0,1.0,3.0,1.0,2.0,,6.0,8.0,1.0,4.0,,,2.0,86.0
15,"Stephens, Dylan",4,,4,8,,,,2.0,2.0,2.0,,,1.0,,,,8.0,,,1.0,,,85.0
2,"Stephenson, Jaidyn",5,2,5,10,1,,,,,3.0,,3.0,,1.0,,2.0,9.0,,,1.0,1.0,,81.0
13,"Tucker, Darcy",6,3,9,15,,,,,,2.0,1.0,1.0,1.0,1.0,,4.0,13.0,,,,,1.0,74.0
6,"Wardlaw, George",10,6,13,23,1,,,4.0,2.0,3.0,5.0,4.0,2.0,,,10.0,13.0,1.0,1.0,3.0,,1.0,71.0
38,"Xerri, Tristan",7,3,12,19,,,30.0,6.0,,3.0,7.0,4.0,2.0,2.0,,13.0,6.0,1.0,,1.0,,,84.0
44,"Zurhaar, Cameron",6,2,5,11,2,,,3.0,,3.0,3.0,2.0,1.0,1.0,,6.0,5.0,,2.0,,,,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,93,167,361,11,10.0,36.0,42.0,30.0,57.0,38.0,45.0,16.0,16.0,2.0,118.0,238.0,6.0,15.0,43.0,6.0,9.0,
Opposition,Opposition,206,94,147,353,15,12.0,25.0,59.0,46.0,45.0,34.0,47.0,16.0,16.0,4.0,127.0,224.0,11.0,13.0,36.0,6.0,12.0,
