Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",13,4,3,16,,2.0,,2.0,,,,,2.0,,,,,,,,,,
22,"Bain, David",22,3,4,26,1,1.0,,,,,,,2.0,,,,,,,,,,
8,"Cameron, David",10,1,,10,2,1.0,,,,,,,2.0,2.0,,,,,,,,,
1,"Champion, Richard",11,6,3,14,,1.0,1.0,,,,,,,2.0,,,,,,,,,
12,"Clarke, Troy",8,4,3,11,,,,,,,,,2.0,,,,,,,,,,
2,"Curran, Peter",6,4,5,11,1,1.0,2.0,,,,,,,2.0,,,,,,,,,
4,"Gastev, John",12,6,4,16,,,,,,,,,3.0,2.0,,,,,,,,,
14,"Hamilton, Shane",14,4,2,16,1,,,,,,,,2.0,2.0,,,,,,,,,
5,"Hardie, Brad",13,4,2,15,,2.0,,3.0,,,,,2.0,,,,,,,,,,
17,"Leslie, Martin",8,2,2,10,,,,2.0,,,,,,,,,,,,,,,
16,"Lester-Smith, Rod",6,4,1,7,,,,,,,,,,,,,,,,,,,
7,"McIvor, Scott",13,6,6,19,,,1.0,1.0,,,,,,1.0,,,,,,,,,
19,"McLean, Michael",21,2,2,23,,,,1.0,,,,,2.0,1.0,,,,,,,,,
24,"Merrett, Roger",7,4,1,8,1,1.0,2.0,,,,,,2.0,2.0,,,,,,,,,
39,"Millar, Jason",7,1,1,8,,,6.0,1.0,,,,,,2.0,,,,,,,,,
28,"OBrien, Cameron",7,,,7,1,,,,,,,,,1.0,,,,,,,,,
34,"Ogg, David",8,5,7,15,,,,1.0,,,,,,,,,,,,,,,
31,"OKeeffe, David",9,3,3,12,,,,1.0,,,,,1.0,1.0,,,,,,,,,
46,"Wearne, David",14,4,,14,1,,,1.0,,,,,,3.0,,,,,,,,,
21,"Zanotti, Mark",14,3,2,16,,,,,,,,,3.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,223,70,51,274,8,10.0,12.0,13.0,,,,,23.0,22.0,,,,,,,,,
Opposition,Opposition,223,59,103,326,15,14.0,15.0,15.0,,,,,22.0,23.0,6.0,,,,,,,,
