Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",16,1,9,25,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
50,"Ballantyne, Jon",7,5,,7,4,1.0,,,,,,,,1.0,,,,,,,,,
35,"Baxter, Darren",14,3,1,15,,,,,,,,,1.0,,,,,,,,,,
6,"Campbell, Tony",12,5,1,13,1,1.0,,,,,,,,,,,,,,,,,
20,"Coleman, Glenn",17,9,9,26,,2.0,2.0,2.0,,,,,1.0,3.0,,,,,,,,,
26,"Del-Re, Danny",6,5,1,7,,2.0,,,,,,,,2.0,,,,,,,,,
41,"Frost, Michael",4,1,9,13,,,,,,,,,1.0,1.0,,,,,,,,,
29,"Grant, Chris",6,2,5,11,,,,1.0,,,,,2.0,1.0,,,,,,,,,
7,"Hawkins, Doug",13,3,6,19,,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
21,"Kolyniuk, Steven",10,4,3,13,1,3.0,,2.0,,,,,,2.0,,,,,,,,,
46,"Kretiuk, Steven",10,3,3,13,,1.0,,1.0,,,,,3.0,2.0,,,,,,,,,
39,"Liberatore, Tony",13,1,10,23,1,,,2.0,,,,,3.0,2.0,,,,,,,,,
27,"Macpherson, Stephen",17,4,7,24,,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,
25,"Mansfield, Matthew",4,2,6,10,,,,2.0,,,,,,1.0,,,,,,,,,
2,"Reynolds, Keenan",11,4,4,15,,,,,,,,,,1.0,,,,,,,,,
33,"Royal, Brian",9,3,5,14,2,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
31,"Smith, Rohan",7,,3,10,1,,,2.0,,,,,1.0,2.0,,,,,,,,,
17,"Standfield, Barry",6,6,1,7,,,,,,,,,,,,,,,,,,,
24,"Wallis, Stephen",14,6,8,22,,,,2.0,,,,,3.0,2.0,,,,,,,,,
15,"Wynd, Scott",11,5,9,20,,,13.0,2.0,,,,,3.0,1.0,1.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,207,72,100,307,10,17.0,15.0,21.0,,,,,24.0,25.0,1.0,,,,,,,,
Opposition,Opposition,216,72,92,308,13,15.0,19.0,36.0,,,,,25.0,26.0,5.0,,,,,,,,
