Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
7,"Baker, Liam",24y 185d,83 (52-3-28 64.46%),28 (0.34),←,
21,"Balta, Noah",22y 281d,58 (37-1-20 64.66%),22 (0.38),←,
29,"Bolton, Shai",23y 235d,86 (53-3-30 63.37%),92 (1.07),←,
35,"Broad, Nathan",29y 107d,103 (72-2-29 70.87%),1 (0.01),←,
9,"Cotchin, Trent",32y 115d,283 (156-4-123 55.83%),131 (0.46),←,
38,"Cumberland, Noah",21y 138d,5 (1-1-3 30.00%),11 (2.20),←,
10,"Edwards, Shane",33y 279d,300 (154-7-139 52.50%),184 (0.61),←,
34,"Graham, Jack",24y 156d,95 (62-3-30 66.84%),40 (0.42),←,
2,"Grimes, Dylan",31y 15d,207 (129-3-75 63.04%),3 (0.01),←,
19,"Lynch, Tom",29y 273d,208 (86-3-119 42.07%),427 (2.05),77 (49-2-26 64.94%),173 (2.25)
33,"McIntosh, Kamdyn",28y 119d,142 (92-2-48 65.49%),40 (0.28),←,
46,"Miller, Ben",22y 334d,8 (3-2-3 50.00%),1 (0.13),←,
25,"Nankervis, Toby",27y 353d,117 (79-1-37 67.95%),34 (0.29),105 (72-1-32 69.05%),31 (0.30)
50,"Pickett, Marlion",30y 206d,53 (30-3-20 59.43%),13 (0.25),←,
3,"Prestia, Dion",29y 292d,188 (90-2-96 48.40%),59 (0.31),93 (64-2-27 69.89%),29 (0.31)
8,"Riewoldt, Jack",33y 273d,322 (169-7-146 53.57%),750 (2.33),←,
17,"Rioli, Daniel",25y 106d,133 (83-3-47 63.53%),96 (0.72),←,
49,"Rioli, Maurice",19y 333d,13 (8-1-4 65.38%),11 (0.85),←,
5,"Ross, Jack",21y 331d,41 (22-1-18 54.88%),3 (0.07),←,
15,"Short, Jayden",26y 188d,133 (82-3-48 62.78%),27 (0.20),←,
40,"Sonsie, Tyler",19y 185d,3 (1-1-1 50.00%),1 (0.33),←,
6,"Tarrant, Robbie",33y 97d,190 (84-2-104 44.74%),44 (0.23),16 (7-1-8 46.88%),
1,"Vlastuin, Nick",28y 103d,186 (117-3-66 63.71%),27 (0.15),←,
Totals,Totals,26y 363d,2957 (1662-61-1234 56.21%),2045 (0.69),,
C,"Hardwick, Damien",49y 347d,293 (164-5-124 56.83%),,←,
