St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
27,"Beveridge, Luke",27y 225d,98 (56-1-41 57.65%),92 (0.94),25 (13-0-12 52.00%),22 (0.88)
2,"Brown, Tony",20y 312d,59 (32-0-27 54.24%),34 (0.58),←,
3,"Burke, Nathan",28y 58d,229 (104-2-123 45.85%),83 (0.36),←,
18,"Cripps, Jason",21y 173d,36 (22-0-14 61.11%),6 (0.17),←,
10,"Everitt, Peter",23y 337d,93 (46-1-46 50.00%),149 (1.60),←,
25,"Hall, Barry",21y 56d,21 (13-0-8 61.90%),17 (0.81),←,
35,"Harvey, Robert",26y 227d,181 (92-2-87 51.38%),108 (0.60),←,
6,"Healy, Daniel",23y 337d,18 (11-0-7 61.11%),6 (0.33),←,
24,"Heatley, Jason",26y 43d,25 (18-0-7 72.00%),86 (3.44),22 (15-0-7 68.18%),78 (3.55)
8,"Hudghton, Max",21y 215d,19 (12-0-7 63.16%),,←,
5,"Jones, Austinn",21y 189d,68 (34-0-34 50.00%),59 (0.87),←,
17,"Keogh, Rod",27y 11d,78 (38-0-40 48.72%),29 (0.37),56 (26-0-30 46.43%),21 (0.38)
22,"Lappin, Matthew",22y 47d,41 (21-1-19 52.44%),21 (0.51),←,
23,"Loewe, Stewart",29y 317d,239 (108-1-130 45.40%),482 (2.02),←,
11,"Mitchell, Gavin",25y 98d,38 (14-0-24 36.84%),21 (0.55),2 (1-0-1 50.00%),3 (1.50)
1,"Peckett, Justin",25y 182d,98 (45-1-52 46.43%),5 (0.05),←,
13,"Sierakowski, David",23y 97d,54 (26-1-27 49.07%),6 (0.11),←,
19,"Sziller, Steven",25y 111d,58 (32-0-26 55.17%),14 (0.24),←,
29,"Thompson, Andrew",25y 166d,25 (17-0-8 68.00%),16 (0.64),←,
15,"Wakelin, Darryl",23y 237d,58 (31-0-27 53.45%),6 (0.10),←,
12,"Wakelin, Shane",23y 236d,52 (23-1-28 45.19%),17 (0.33),←,
7,"Winmar, Nicky",32y 192d,209 (95-1-113 45.69%),267 (1.28),←,
Totals,Totals,24y 309d,1797 (890-12-895 49.53%),1524 (0.85),,
C,"Alves, Stan",51y 318d,93 (43-1-49 46.77%),,←,
