Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
5,"Buckley, Nathan",25y 295d,115 (45-2-68 40.00%),114 (0.99),95 (41-2-52 44.21%),93 (0.98)
17,"Burns, Scott",23y 145d,58 (25-1-32 43.97%),17 (0.29),←,
28,"Crosisca, Gavin",29y 244d,210 (115-5-90 55.95%),59 (0.28),←,
39,"Crow, Scott",24y 150d,57 (25-0-32 43.86%),23 (0.40),44 (19-0-25 43.18%),21 (0.48)
9,"Francis, Matthew",27y 261d,50 (20-0-30 40.00%),23 (0.46),31 (16-0-15 51.61%),10 (0.32)
2,"Francis, Tony",29y 46d,133 (72-2-59 54.89%),95 (0.71),←,
11,"Fuller, Brad",19y 282d,7 (4-0-3 57.14%),7 (1.00),←,
43,"Godden, Luke",19y 238d,9 (4-0-5 44.44%),,←,
27,"McDonald, Alex",28y 93d,95 (47-0-48 49.47%),41 (0.43),49 (21-0-28 42.86%),17 (0.35)
48,"Michael, Mal",20y 327d,19 (9-0-10 47.37%),1 (0.05),←,
1,"Monkhorst, Damian",28y 269d,181 (101-4-76 56.91%),38 (0.21),←,
6,"Patterson, Stephen",27y 133d,65 (29-1-35 45.38%),62 (0.95),←,
47,"Pugsley, Andrew",19y 296d,5 (3-0-2 60.00%),2 (0.40),←,
3,"Richardson, Mark",25y 198d,73 (36-1-36 50.00%),51 (0.70),←,
23,"Rocca, Anthony",20y 275d,49 (24-0-25 48.98%),58 (1.18),27 (13-0-14 48.15%),47 (1.74)
36,"Rocca, Saverio",24y 178d,118 (59-2-57 50.85%),412 (3.49),←,
29,"Russell, Scott",28y 10d,175 (96-3-76 55.71%),104 (0.59),←,
12,"Schauble, Andrew",21y 181d,53 (23-0-30 43.40%),9 (0.17),←,
13,"Tape, Jamie",24y 42d,78 (39-1-38 50.64%),4 (0.05),3 (0-0-3 0.00%),
14,"Watson, Shane",24y 89d,117 (56-1-60 48.29%),79 (0.68),←,
10,"Williams, Paul",25y 44d,141 (69-2-70 49.65%),179 (1.27),←,
19,"Wright, Graham",29y 345d,190 (109-4-77 58.42%),107 (0.56),←,
Totals,Totals,24y 338d,1998 (1010-29-959 50.55%),1485 (0.74),,
C,"Shaw, Tony",37y 298d,52 (23-0-29 44.23%),,←,
