Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",26y 344d,195 (125-2-68 64.62%),263 (1.35),3 (1-0-2 33.33%),1 (0.33)
37,"Bennell, Harley",18y 203d,3 (1-0-2 33.33%),3 (1.00),←,
44,"Bock, Nathan",28y 34d,117 (61-0-56 52.14%),57 (0.49),4 (1-0-3 25.00%),
3,"Brennan, Jared",26y 269d,123 (56-3-64 46.75%),77 (0.63),4 (1-0-3 25.00%),2 (0.50)
23,"Dixon, Charlie",20y 212d,4 (1-0-3 25.00%),4 (1.00),←,
17,"Fraser, Josh",29y 108d,203 (111-1-91 54.93%),158 (0.78),3 (1-0-2 33.33%),2 (0.67)
47,"Gorringe, Daniel",18y 325d,3 (1-0-2 33.33%),1 (0.33),←,
5,"Harbrow, Jarrod",22y 279d,74 (41-1-32 56.08%),21 (0.28),4 (1-0-3 25.00%),
21,"Harris, Daniel",28y 348d,153 (73-2-78 48.37%),45 (0.29),4 (1-0-3 25.00%),1 (0.25)
7,"Hunt, Karmichael",24y 157d,4 (1-0-3 25.00%),,←,
34,"Hutchins, Jack",19y 62d,1 (1-0-0 100.00%),,←,
36,"Iles, Sam",23y 308d,8 (5-0-3 62.50%),,1 (1-0-0 100.00%),
32,"Matera, Brandon",19y 43d,4 (1-0-3 25.00%),7 (1.75),←,
18,"McKenzie, Trent",19y 20d,4 (1-0-3 25.00%),1 (0.25),←,
35,"Rischitelli, Michael",25y 105d,115 (50-3-62 44.78%),49 (0.43),4 (1-0-3 25.00%),2 (0.50)
8,"Russell, Luke",19y 89d,2 (1-0-1 50.00%),2 (1.00),←,
2,"Smith, Zac",21y 60d,4 (1-0-3 25.00%),4 (1.00),←,
25,"Stanley, Danny",23y 64d,9 (2-0-7 22.22%),4 (0.44),4 (1-0-3 25.00%),4 (1.00)
24,"Swallow, David",18y 155d,4 (1-0-3 25.00%),2 (0.50),←,
48,"Tape, Seb",18y 260d,4 (1-0-3 25.00%),,←,
20,"Toy, Josh",19y 5d,3 (1-0-2 33.33%),,←,
4,"Weller, Maverick",19y 69d,3 (1-0-2 33.33%),,←,
Totals,Totals,22y 110d,1040 (537-12-491 51.63%),698 (0.67),,
C,"McKenna, Guy",41y 347d,4 (1-0-3 25.00%),,←,
