Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",24y 208d,130 (68-0-62 52.31%),116 (0.89),←,
17,"Bruce, Josh",28y 11d,116 (43-1-72 37.50%),172 (1.48),3 (1-0-2 33.33%),1 (0.33)
12,"Cordy, Zaine",23y 236d,73 (38-0-35 52.05%),10 (0.14),←,
9,"Crozier, Hayden",26y 178d,111 (51-0-60 45.95%),45 (0.41),42 (20-0-22 47.62%),1 (0.02)
31,"Dale, Bailey",23y 333d,53 (25-0-28 47.17%),54 (1.02),←,
35,"Daniel, Caleb",23y 348d,94 (48-0-46 51.06%),27 (0.29),←,
5,"Dunkley, Josh",23y 162d,69 (37-0-32 53.62%),38 (0.55),←,
44,"English, Tim",22y 314d,32 (15-0-17 46.88%),9 (0.28),←,
39,"Johannisen, Jason",27y 224d,129 (61-0-68 47.29%),41 (0.32),←,
46,"Jong, Lin",27y 15d,63 (32-0-31 50.79%),33 (0.52),←,
42,"Keath, Alex",28y 151d,33 (17-1-15 53.03%),2 (0.06),3 (1-0-2 33.33%),1 (0.33)
21,"Liberatore, Tom",28y 34d,133 (57-0-76 42.86%),46 (0.35),←,
22,"Lloyd, Sam",30y 108d,83 (43-0-40 51.81%),107 (1.29),26 (13-0-13 50.00%),38 (1.46)
11,"Macrae, Jack",25y 321d,144 (72-0-72 50.00%),35 (0.24),←,
16,"McLean, Toby",24y 140d,80 (43-0-37 53.75%),54 (0.68),←,
33,"Naughton, Aaron",20y 202d,44 (21-0-23 47.73%),35 (0.80),←,
20,"Richards, Ed",20y 352d,43 (20-0-23 46.51%),19 (0.44),←,
6,"Smith, Bailey",19y 195d,26 (13-0-13 50.00%),12 (0.46),←,
1,"Suckling, Matt",31y 330d,174 (114-0-60 65.52%),83 (0.48),72 (39-0-33 54.17%),32 (0.44)
23,"Vandermeer, Laitham",21y 137d,2 (1-0-1 50.00%),1 (0.50),←,
3,"Wallis, Mitch",27y 239d,136 (61-0-75 44.85%),79 (0.58),←,
34,"Williams, Bailey",22y 253d,44 (20-0-24 45.45%),9 (0.20),←,
Totals,Totals,25y 55d,1812 (900-2-910 49.67%),1027 (0.57),,
C,"Beveridge, Luke",49y 301d,119 (65-0-54 54.62%),,←,
