Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",11,1,,11,1,,,,,,,,,,,,,,,,,,
32,"Baldwin, Jason",2,1,3,5,,,,1.0,,,,,,,,,,,,,,,
22,"Bamford, Scott",8,1,6,14,,,,3.0,,,,,1.0,1.0,,,,,,,,,
5,"Barker, John",10,8,1,11,,,,2.0,,,,,1.0,,,,,,,,,,
41,"Bird, Peter",4,,1,5,1,,,,,,,,,,,,,,,,,,
30,"Carter, Nick",9,4,12,21,,,,1.0,,,,,2.0,1.0,,,,,,,,,
29,"Cassidy, Brad",7,2,6,13,,,,,,,,,,,,,,,,,,,
27,"Chandler, Brett",4,4,7,11,,,,4.0,,,,,1.0,,,,,,,,,,
40,"Clayton, Shane",10,1,3,13,,,,2.0,,,,,3.0,1.0,,,,,,,,,
24,"Cummings, Trent",1,,4,5,,,,1.0,,,,,,1.0,,,,,,,,,
31,"Dent, Matthew",9,4,6,15,1,1.0,,2.0,,,,,,2.0,,,,,,,,,
28,"Doyle, Peter",1,,1,2,,,,1.0,,,,,,,,,,,,,,,
17,"Hawking, Simon",7,3,1,8,1,1.0,,1.0,,,,,1.0,,,,,,,,,,
2,"Johnson, Chris",8,4,7,15,,,,4.0,,,,,4.0,1.0,,,,,,,,,
25,"McCarthy, John",8,6,8,16,,,,2.0,,,,,1.0,4.0,,,,,,,,,
3,"Mellington, Anthony",9,5,1,10,3,4.0,,,,,,,1.0,1.0,,,,,,,,,
7,"Molloy, Jarrod",4,2,3,7,,,,4.0,,,,,,2.0,,,,,,,,,
4,"Paxman, Stephen",6,3,2,8,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
8,"Pike, Martin",8,2,9,17,,,,,,,,,1.0,4.0,,,,,,,,,
12,"Primus, Matthew",10,3,4,14,,,14.0,3.0,,,,,2.0,2.0,,,,,,,,,
37,"Rombotis, John",8,1,5,13,,1.0,,2.0,,,,,2.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,144,55,90,234,8,8.0,14.0,34.0,,,,,21.0,23.0,,,,,,,,,
Opposition,Opposition,197,83,121,318,18,11.0,13.0,30.0,,,,,23.0,21.0,6.0,,,,,,,,
