North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
3,"Anderson, Jed",26y 174d,69 (35-0-34 50.72%),23 (0.33),59 (28-0-31 47.46%),19 (0.32)
18,"Atley, Shaun",27y 316d,205 (102-0-103 49.76%),44 (0.21),←,
50,"Brown, Ben",27y 248d,129 (66-0-63 51.16%),287 (2.22),←,
9,"Davies-Uniacke, Luke",21y 47d,22 (9-0-13 40.91%),5 (0.23),←,
14,"Dumont, Trent",25y 25d,90 (35-0-55 38.89%),25 (0.28),←,
22,"Goldstein, Todd",32y 24d,242 (121-1-120 50.21%),124 (0.51),←,
43,"Hall, Aaron",29y 259d,117 (36-1-80 31.20%),84 (0.72),14 (3-0-11 21.43%),8 (0.57)
37,"Hayden, Kyron",21y 48d,8 (2-0-6 25.00%),,←,
4,"Higgins, Shaun",32y 143d,228 (107-1-120 47.15%),221 (0.97),99 (49-0-50 49.49%),93 (0.94)
20,"Larkey, Nick",22y 49d,21 (10-0-11 47.62%),29 (1.38),←,
34,"Macmillan, Jamie",28y 306d,164 (82-0-82 50.00%),45 (0.27),←,
35,"Mahony, Jack",18y 256d,5 (0-0-5 0.00%),,←,
11,"McDonald, Luke",25y 167d,117 (59-0-58 50.43%),16 (0.14),←,
23,"McKay, Ben",22y 214d,6 (1-0-5 16.67%),,←,
17,"Pittard, Jasper",29y 115d,156 (78-0-78 50.00%),14 (0.09),30 (12-0-18 40.00%),3 (0.10)
13,"Polec, Jared",27y 287d,136 (71-0-65 52.21%),73 (0.54),30 (12-0-18 40.00%),18 (0.60)
8,"Scott, Bailey",20y 16d,8 (1-0-7 12.50%),8 (1.00),←,
12,"Simpkin, Jy",22y 142d,64 (27-0-37 42.19%),30 (0.47),←,
25,"Tarrant, Robbie",31y 91d,156 (74-0-82 47.44%),44 (0.28),←,
31,"Taylor, Curtis",20y 110d,10 (2-0-8 20.00%),5 (0.50),←,
19,"Walker, Josh",27y 256d,93 (39-1-53 42.47%),70 (0.75),8 (2-0-6 25.00%),1 (0.13)
44,"Zurhaar, Cameron",22y 64d,35 (15-0-20 42.86%),38 (1.09),←,
Totals,Totals,25y 202d,2081 (972-4-1105 46.71%),1185 (0.57),,
C,"Shaw, Rhyce",38y 283d,20 (9-0-11 45.00%),,←,
