Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
4,"Ablett, Gary",36y 156d,356 (192-2-162 54.21%),445 (1.25),246 (157-2-87 64.23%),321 (1.30)
24,"Bews, Jed",26y 308d,102 (60-2-40 59.80%),12 (0.12),←,
46,"Blicavs, Mark",29y 203d,178 (118-2-58 66.85%),39 (0.22),←,
40,"Dahlhaus, Luke",28y 57d,193 (97-0-96 50.26%),131 (0.68),39 (27-0-12 69.23%),21 (0.54)
35,"Dangerfield, Patrick",30y 195d,268 (157-1-110 58.77%),299 (1.12),114 (76-1-37 67.11%),136 (1.19)
22,"Duncan, Mitch",29y 129d,222 (159-1-62 71.85%),158 (0.71),←,
29,"Guthrie, Cameron",28y 59d,181 (119-2-60 66.30%),58 (0.32),←,
26,"Hawkins, Tom",32y 88d,276 (197-2-77 71.74%),602 (2.18),←,
25,"Henderson, Lachie",30y 308d,184 (95-2-87 52.17%),114 (0.62),67 (45-1-21 67.91%),10 (0.15)
38,"Henry, Jack",22y 49d,65 (42-0-23 64.62%),9 (0.14),←,
8,"Kolodjashnij, Jake",25y 69d,109 (71-2-36 66.06%),,←,
27,"Menegola, Sam",28y 224d,85 (55-1-29 65.29%),62 (0.73),←,
32,"Miers, Gryan",21y 201d,45 (31-0-14 68.89%),46 (1.02),←,
42,"OConnor, Mark",23y 274d,50 (33-0-17 66.00%),3 (0.06),←,
3,"Parfitt, Brandan",22y 173d,71 (50-0-21 70.42%),33 (0.46),←,
23,"Rohan, Gary",29y 132d,143 (96-1-46 67.48%),143 (1.00),37 (26-0-11 70.27%),47 (1.27)
14,"Selwood, Joel",32y 144d,309 (226-1-82 73.30%),162 (0.52),←,
37,"Simpson, Sam",22y 125d,14 (9-1-4 67.86%),5 (0.36),←,
1,"Stanley, Rhys",29y 321d,143 (78-1-64 54.90%),94 (0.66),85 (57-1-27 67.65%),54 (0.64)
44,"Stewart, Tom",27y 216d,85 (56-0-29 65.88%),3 (0.04),←,
7,"Taylor, Harry",34y 127d,279 (203-2-74 73.12%),75 (0.27),←,
2,"Tuohy, Zach",30y 312d,204 (100-2-102 49.51%),67 (0.33),84 (52-1-31 62.50%),27 (0.32)
Totals,Totals,28y 110d,3562 (2244-25-1293 63.00%),2560 (0.72),,
C,"Scott, Chris",44y 167d,235 (162-2-71 69.36%),,←,
