Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Astbury, David",7,6,3,10,,,,,3.0,,,3.0,,3.0,,1.0,9.0,,,6.0,,,97.0
40,"Butler, Dan",4,3,9,13,1,1.0,,3.0,1.0,3.0,,,1.0,,,6.0,6.0,,1.0,,,1.0,78.0
22,"Caddy, Josh",14,4,5,19,1,2.0,,5.0,2.0,1.0,4.0,1.0,1.0,,,8.0,9.0,,2.0,1.0,,,83.0
46,"Castagna, Jason",3,2,5,8,,,,2.0,,2.0,,2.0,,1.0,,5.0,4.0,1.0,,,,,74.0
30,"Conca, Reece",14,3,4,18,,,,3.0,5.0,,1.0,3.0,1.0,1.0,,6.0,10.0,,,,,,82.0
9,"Cotchin, Trent",17,2,9,26,2,1.0,,7.0,3.0,8.0,7.0,1.0,3.0,,2.0,13.0,9.0,,,,1.0,1.0,84.0
10,"Edwards, Shane",12,3,5,17,1,2.0,,6.0,3.0,4.0,3.0,3.0,2.0,1.0,,9.0,7.0,1.0,1.0,,,,74.0
5,"Ellis, Brandon",11,3,3,14,1,1.0,,3.0,3.0,1.0,1.0,3.0,1.0,,,6.0,8.0,,,,,1.0,82.0
24,"Griffiths, Ben",5,4,1,6,,1.0,3.0,,,3.0,1.0,4.0,1.0,3.0,,4.0,2.0,2.0,1.0,1.0,,,49.0
6,"Grigg, Shaun",10,4,7,17,1,,,1.0,1.0,1.0,3.0,2.0,1.0,,,9.0,8.0,,,,,,87.0
2,"Grimes, Dylan",2,2,1,3,,,,4.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,5.0,,,68.0
14,"Houli, Bachar",12,3,11,23,1,1.0,,1.0,7.0,2.0,,,,,,3.0,13.0,,,2.0,5.0,1.0,89.0
23,"Lambert, Kane",2,2,10,12,,,,1.0,,2.0,,2.0,,1.0,,5.0,7.0,,,1.0,,,82.0
7,"Lennon, Ben",6,2,3,9,1,,,3.0,,1.0,,3.0,2.0,1.0,,5.0,4.0,,1.0,1.0,,2.0,79.0
4,"Martin, Dustin",17,3,8,25,2,2.0,,1.0,,4.0,3.0,5.0,1.0,3.0,,15.0,11.0,1.0,1.0,,,,89.0
25,"Nankervis, Toby",12,5,9,21,,,18.0,2.0,3.0,6.0,7.0,1.0,2.0,1.0,,14.0,7.0,3.0,,1.0,,1.0,87.0
3,"Prestia, Dion",15,1,9,24,,2.0,,4.0,1.0,3.0,5.0,5.0,1.0,2.0,,11.0,15.0,,1.0,,,1.0,84.0
18,"Rance, Alex",9,7,8,17,,,,1.0,3.0,,,3.0,3.0,3.0,,7.0,8.0,2.0,,13.0,,,98.0
8,"Riewoldt, Jack",6,4,5,11,2,1.0,,6.0,,1.0,1.0,4.0,,2.0,,4.0,7.0,2.0,3.0,1.0,,,93.0
17,"Rioli, Daniel",6,6,7,13,1,,,1.0,,4.0,,2.0,1.0,1.0,,5.0,8.0,1.0,2.0,,1.0,,83.0
15,"Short, Jayden",15,3,3,18,,,,2.0,3.0,3.0,,3.0,,,,3.0,14.0,,,,1.0,,79.0
1,"Vlastuin, Nick",8,3,4,12,,,,2.0,2.0,4.0,3.0,2.0,,1.0,,5.0,7.0,1.0,,1.0,1.0,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,207,75,129,336,14,15.0,21.0,58.0,40.0,54.0,39.0,53.0,21.0,25.0,2.0,145.0,174.0,15.0,13.0,33.0,9.0,8.0,
Opposition,Opposition,202,88,169,371,11,14.0,49.0,55.0,33.0,53.0,38.0,54.0,25.0,21.0,4.0,151.0,221.0,14.0,12.0,42.0,7.0,11.0,
