Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Alvin, Tom",29y 42d,142 (83-1-58 58.80%),51 (0.36),←,
17,"Arceri, Mark",26y 220d,76 (35-0-41 46.05%),113 (1.49),6 (2-0-4 33.33%),11 (1.83)
21,"Bradley, Craig",27y 222d,123 (75-1-47 61.38%),90 (0.73),←,
5,"Da Rui, Steven",27y 73d,49 (30-1-18 62.24%),5 (0.10),←,
35,"Dean, Peter",26y 85d,115 (73-1-41 63.91%),15 (0.13),←,
6,"Dorotich, Jon",29y 36d,97 (57-1-39 59.28%),78 (0.80),←,
2,"Fotia, Dominic",21y 175d,14 (7-0-7 50.00%),2 (0.14),←,
12,"Gleeson, Adrian",24y 33d,94 (58-1-35 62.23%),97 (1.03),←,
13,"Hanna, Mil",25y 58d,74 (38-1-35 52.03%),35 (0.47),←,
10,"James, Michael",19y 154d,2 (1-0-1 50.00%),,←,
28,"Kernahan, David",25y 326d,35 (17-0-18 48.57%),8 (0.23),←,
4,"Kernahan, Stephen",27y 274d,125 (76-1-48 61.20%),334 (2.67),←,
44,"Madden, Justin",30y 2d,213 (132-1-80 62.21%),143 (0.67),168 (102-1-65 61.01%),123 (0.73)
23,"Meldrum, Paul",30y 262d,148 (95-1-52 64.53%),136 (0.92),←,
29,"Minton-Connell, Simon",22y 37d,12 (6-0-6 50.00%),34 (2.83),←,
27,"OSullivan, Luke",23y 66d,19 (8-0-11 42.11%),12 (0.63),←,
19,"Phillips, Andrew",21y 126d,29 (14-1-14 50.00%),21 (0.72),←,
7,"Ratten, Brett",19y 326d,10 (4-0-6 40.00%),2 (0.20),←,
14,"Sexton, Michael",20y 89d,5 (2-0-3 40.00%),1 (0.20),←,
1,"Silvagni, Stephen",24y 2d,105 (66-0-39 62.86%),62 (0.59),←,
Totals,Totals,25y 21d,1487 (877-11-599 58.98%),1239 (0.83),,
C,"Parkin, David",48y 263d,292 (170-1-121 58.39%),,129 (83-1-45 64.73%),
