Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Alvey, Mark",8,,5,13,,1.0,,1.0,3.0,,1.0,1.0,1.0,,,3.0,9.0,,,,1.0,,
11,"Bandy, Daniel",4,2,5,9,1,,4.0,3.0,,1.0,1.0,2.0,1.0,1.0,,6.0,2.0,,,3.0,,,
40,"Birss, Shane",10,5,6,16,1,1.0,,,1.0,5.0,,3.0,,,,4.0,11.0,1.0,2.0,1.0,,,
17,"Brown, Nathan",11,11,4,15,4,4.0,,,,2.0,,1.0,,,1.0,3.0,12.0,3.0,7.0,,1.0,,
16,"Croft, Matthew",8,4,3,11,,,,,3.0,,1.0,,1.0,,,7.0,3.0,3.0,,3.0,1.0,,
14,"Darcy, Luke",9,7,10,19,,,11.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,,11.0,7.0,2.0,,2.0,1.0,,
28,"Dimattina, Paul",13,8,11,24,,,,5.0,4.0,3.0,7.0,,1.0,,,9.0,15.0,1.0,,,5.0,,
4,"Garlick, Simon",9,4,3,12,,2.0,,3.0,,4.0,1.0,2.0,,2.0,,5.0,8.0,1.0,,2.0,,,
13,"Giansiracusa, Daniel",9,4,5,14,3,1.0,,,1.0,3.0,2.0,4.0,,3.0,,6.0,10.0,,1.0,1.0,3.0,,
3,"Grant, Chris",8,2,4,12,,,,1.0,2.0,2.0,1.0,4.0,1.0,2.0,,6.0,5.0,1.0,,2.0,,,
8,"Hahn, Mitch",2,,1,3,,,,2.0,,1.0,1.0,1.0,,,,2.0,1.0,,,4.0,1.0,,
33,"Hargrave, Ryan",5,3,4,9,,,,2.0,2.0,1.0,,,1.0,,,5.0,5.0,,,3.0,2.0,,
22,"Harrison, Ben",5,4,1,6,,,,,3.0,,,,,,,2.0,4.0,1.0,,6.0,,,
25,"Hunter, Kingsley",3,3,3,6,,,,,2.0,,,1.0,,,,2.0,5.0,,,4.0,,,
6,"Johnson, Brad",12,3,4,16,1,1.0,,3.0,4.0,2.0,1.0,3.0,,,,2.0,14.0,,2.0,,,,
39,"Liberatore, Tony",3,2,9,12,,,,9.0,2.0,1.0,2.0,3.0,1.0,2.0,,5.0,7.0,,,1.0,,,
23,"McMahon, Jordan",5,2,1,6,1,,,,,2.0,,,,,,,6.0,,1.0,,1.0,,
2,"Murphy, Robert",13,5,2,15,2,,,2.0,2.0,4.0,2.0,1.0,2.0,,,3.0,12.0,,,1.0,3.0,,
30,"Robbins, Matthew",6,1,,6,,,,2.0,2.0,,,2.0,,,,1.0,5.0,,,1.0,,,
12,"Saunders, Nathan",2,3,1,3,,,,,,2.0,,,,,,,3.0,,,,,,
5,"Smith, Rohan",18,7,7,25,1,,,3.0,,8.0,3.0,1.0,1.0,1.0,,4.0,20.0,,,,9.0,,
7,"West, Scott",11,4,17,28,,,,,4.0,3.0,6.0,2.0,2.0,,,14.0,14.0,,,3.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,174,84,106,280,14,11.0,15.0,38.0,37.0,45.0,34.0,33.0,14.0,13.0,1.0,100.0,178.0,13.0,13.0,37.0,28.0,,
Opposition,Opposition,201,81,109,310,21,12.0,43.0,29.0,28.0,68.0,35.0,28.0,13.0,14.0,5.0,104.0,202.0,8.0,17.0,43.0,14.0,,
