Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",22y 261d,71 (30-2-39 43.66%),23 (0.32),←,
46,"Begley, Colm",21y 337d,27 (9-2-16 37.04%),7 (0.26),←,
20,"Black, Simon",29y 121d,229 (138-3-88 60.92%),143 (0.62),←,
36,"Bradshaw, Daniel",29y 255d,197 (112-2-83 57.36%),426 (2.16),194 (109-2-83 56.70%),426 (2.20)
17,"Brennan, Jared",24y 5d,77 (38-2-37 50.65%),55 (0.71),←,
16,"Brown, Jonathan",26y 278d,156 (101-2-53 65.38%),330 (2.12),←,
19,"Charman, Jamie",26y 17d,122 (72-3-47 60.25%),54 (0.44),←,
1,"Clark, Mitch",20y 288d,22 (8-1-13 38.64%),18 (0.82),←,
41,"Clouston, Scott",21y 182d,1 (0-0-1 0.00%),,←,
18,"Corrie, Anthony",24y 41d,51 (23-0-28 45.10%),46 (0.90),←,
34,"Dalziell, Bradd",21y 140d,3 (1-0-2 33.33%),,←,
39,"Drummond, Josh",25y 105d,44 (20-1-23 46.59%),22 (0.50),←,
33,"Hooper, Rhan",20y 206d,36 (17-1-18 48.61%),32 (0.89),←,
4,"Johnstone, Travis",28y 16d,175 (86-1-88 49.43%),128 (0.73),15 (8-0-7 53.33%),17 (1.13)
9,"McGrath, Ashley",25y 74d,110 (61-1-48 55.91%),99 (0.90),←,
21,"Merrett, Daniel",23y 234d,64 (27-2-35 43.75%),16 (0.25),←,
24,"Patfull, Joel",23y 239d,54 (23-2-29 44.44%),18 (0.33),←,
6,"Power, Luke",28y 207d,213 (126-2-85 59.62%),189 (0.89),←,
2,"Proud, Albert",19y 331d,6 (1-0-5 16.67%),,←,
35,"Rischitelli, Michael",22y 207d,61 (27-2-32 45.90%),25 (0.41),←,
29,"Roe, Jason",24y 142d,38 (17-1-20 46.05%),6 (0.16),←,
11,"Sherman, Justin",21y 189d,69 (27-2-40 40.58%),42 (0.61),←,
Totals,Totals,24y 60d,1826 (964-32-830 52.79%),1679 (0.92),,
C,"Matthews, Leigh",56y 154d,457 (266-8-183 59.08%),,233 (141-3-89 61.16%),
