Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Buckley, Nathan",19,8,6,25,1,2.0,,3.0,1.0,8.0,2.0,,2.0,,,11.0,14.0,1.0,1.0,,1.0,,71.0
10,"Caracella, Blake",7,4,4,11,,,,4.0,1.0,,,,,,,1.0,10.0,,,1.0,,,81.0
8,"Clement, James",8,7,6,14,,,,2.0,4.0,1.0,,2.0,,1.0,,5.0,9.0,4.0,,3.0,1.0,,83.0
32,"Cloke, Travis",8,3,,8,,,,3.0,1.0,4.0,,1.0,1.0,,,3.0,5.0,,1.0,1.0,1.0,,87.0
1,"Davis, Leon",14,2,1,15,2,3.0,,2.0,1.0,5.0,1.0,,,,,5.0,11.0,,,2.0,,1.0,77.0
4,"Didak, Alan",12,7,4,16,3,,,2.0,,6.0,2.0,1.0,1.0,,,9.0,8.0,1.0,2.0,3.0,,3.0,83.0
25,"Fraser, Josh",7,6,5,12,1,,8.0,1.0,,5.0,1.0,1.0,,,,4.0,8.0,,,,,1.0,72.0
6,"Holland, Brodie",17,7,1,18,2,1.0,,3.0,3.0,5.0,3.0,1.0,,,,4.0,14.0,,1.0,2.0,1.0,,81.0
26,"Johnson, Ben",13,5,9,22,,,,,2.0,6.0,2.0,2.0,,1.0,3.0,6.0,16.0,,,,2.0,1.0,92.0
18,"Licuria, Paul",11,4,11,22,,,,4.0,1.0,2.0,5.0,5.0,1.0,,,8.0,14.0,,1.0,,3.0,2.0,74.0
24,"Lockyer, Tarkyn",10,4,10,20,1,,,1.0,5.0,2.0,,,,,,5.0,14.0,1.0,,6.0,,,100.0
3,"Lonie, Ryan",9,3,4,13,1,,,1.0,2.0,1.0,3.0,1.0,1.0,,,6.0,8.0,,,,2.0,,78.0
43,"Lumumba, Heritier",6,2,6,12,,,,1.0,2.0,1.0,1.0,2.0,,2.0,,3.0,9.0,,,6.0,,,100.0
27,"Maxwell, Nick",11,10,15,26,,,,1.0,1.0,,3.0,3.0,4.0,2.0,,13.0,16.0,,,7.0,1.0,1.0,89.0
11,"OBree, Shane",19,8,7,26,,,,2.0,,8.0,4.0,2.0,1.0,,2.0,9.0,17.0,,,,1.0,,70.0
21,"Richards, Guy",4,5,4,8,,,15.0,1.0,1.0,,2.0,1.0,1.0,,,4.0,4.0,1.0,,,,,67.0
23,"Rocca, Anthony",9,8,4,13,3,3.0,4.0,2.0,,2.0,1.0,2.0,,1.0,,3.0,10.0,,6.0,,,1.0,100.0
39,"Shaw, Heath",11,9,4,15,1,,,1.0,2.0,1.0,,2.0,,1.0,,3.0,12.0,1.0,1.0,,1.0,,68.0
36,"Swan, Dane",13,6,9,22,2,1.0,,3.0,2.0,3.0,4.0,1.0,,,,8.0,14.0,1.0,,,1.0,,86.0
20,"Tarrant, Chris",13,8,5,18,6,,1.0,6.0,,2.0,,5.0,2.0,2.0,1.0,9.0,9.0,,6.0,2.0,,3.0,83.0
13,"Thomas, Dale",7,2,4,11,,1.0,,,,2.0,,4.0,,1.0,,3.0,7.0,,1.0,1.0,2.0,3.0,57.0
14,"Wakelin, Shane",7,4,4,11,,,,3.0,6.0,,1.0,,1.0,,,3.0,6.0,,,5.0,1.0,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,235,122,123,358,23,15.0,28.0,46.0,35.0,64.0,35.0,36.0,15.0,11.0,6.0,125.0,235.0,10.0,20.0,39.0,18.0,16.0,
Opposition,Opposition,181,93,136,317,11,10.0,22.0,45.0,40.0,47.0,22.0,44.0,11.0,15.0,,96.0,218.0,5.0,15.0,50.0,28.0,6.0,
