West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
26,"Butler, Sam",22y 151d,42 (29-0-13 69.05%),10 (0.24),←,
20,"Cox, Dean",26y 317d,157 (86-1-70 55.10%),80 (0.51),←,
45,"Davis, Ryan",19y 6d,4 (1-0-3 25.00%),1 (0.25),←,
18,"Ebert, Brad",18y 72d,8 (1-0-7 12.50%),2 (0.25),←,
32,"Embley, Andrew",26y 352d,156 (85-1-70 54.81%),156 (1.00),←,
23,"Glass, Darren",27y 30d,157 (85-2-70 54.78%),8 (0.05),←,
19,"Houlihan, Tim",19y 124d,4 (1-0-3 25.00%),,←,
39,"Hunter, Adam",26y 361d,140 (79-2-59 57.14%),74 (0.53),←,
38,"Jones, Brett",25y 312d,81 (50-0-31 61.73%),4 (0.05),←,
2,"LeCras, Mark",21y 288d,27 (16-0-11 59.26%),48 (1.78),←,
21,"Lynch, Quinten",25y 141d,118 (72-0-46 61.02%),186 (1.58),←,
42,"Maister, Beau",22y 85d,4 (1-0-3 25.00%),1 (0.25),←,
13,"Masten, Chris",19y 42d,9 (1-0-8 11.11%),1 (0.11),←,
12,"McNamara, Jamie",20y 99d,5 (1-0-4 20.00%),,←,
6,"Nicoski, Mark",24y 202d,58 (33-0-25 56.90%),19 (0.33),←,
11,"Priddis, Matt",23y 84d,34 (18-0-16 52.94%),12 (0.35),←,
31,"Schofield, Will",19y 141d,9 (4-0-5 44.44%),1 (0.11),←,
14,"Seaby, Mark",24y 43d,91 (60-0-31 65.93%),61 (0.67),←,
37,"Selwood, Adam",24y 43d,86 (52-0-34 60.47%),21 (0.24),←,
41,"Staker, Brent",24y 21d,100 (61-1-38 61.50%),75 (0.75),←,
5,"Stenglein, Tyson",27y 333d,187 (109-0-78 58.29%),49 (0.26),81 (53-0-28 65.43%),23 (0.28)
44,"Wirrpanda, David",28y 315d,203 (110-3-90 54.93%),112 (0.55),←,
Totals,Totals,23y 195d,1680 (955-10-715 56.85%),921 (0.55),,
C,"Worsfold, John",39y 262d,156 (92-2-62 59.62%),,←,
