Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Athorn, Mark",16,5,6,22,,1.0,1.0,1.0,,,,,2.0,1.0,2.0,,,,,,,,
32,"Baldwin, Jason",7,1,6,13,,,,,,,,,1.0,1.0,,,,,,,,,
18,"Blakey, John",11,3,5,16,,,,1.0,,,,,1.0,2.0,,,,,,,,,
17,"Broderick, Paul",14,,13,27,,,,2.0,,,,,1.0,,,,,,,,,,
49,"Bunn, Mark",12,2,3,15,,,,3.0,,,,,2.0,1.0,,,,,,,,,
40,"Clayton, Scott",10,1,2,12,,,,,,,,,1.0,,,,,,,,,,
27,"Collins, Darren",4,,7,11,,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
2,"Dilena, Carl",5,,2,7,,,,2.0,,,,,,1.0,,,,,,,,,
36,"Dundas, Matthew",5,1,7,12,1,,,3.0,,,,,1.0,2.0,,,,,,,,,
7,"Gale, Michael",12,5,7,19,1,,,,,,,,1.0,3.0,,,,,,,,,
12,"Kickett, Dale",6,2,8,14,,,,2.0,,,,,2.0,2.0,,,,,,,,,
11,"Lynch, Alastair",13,6,2,15,,3.0,5.0,2.0,,,,,,2.0,,,,,,,,,
29,"Lyon, Ross",5,1,6,11,,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
44,"Osborne, Richard",9,2,,9,3,3.0,,,,,,,,1.0,,,,,,,,,
3,"Pert, Gary",14,4,1,15,,,2.0,1.0,,,,,3.0,3.0,,,,,,,,,
9,"Rendell, Matthew",12,5,6,18,,,5.0,1.0,,,,,2.0,2.0,,,,,,,,,
1,"Roos, Paul",18,10,3,21,4,5.0,1.0,,,,,,1.0,4.0,,,,,,,,,
33,"Stephens, Brett",13,3,6,19,,,1.0,1.0,,,,,1.0,2.0,,,,,,,,,
31,"Strooper, David",13,8,4,17,,,,,,,,,3.0,2.0,,,,,,,,,
28,"Wheildon, Darren",9,4,3,12,3,3.0,,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,63,97,305,12,18.0,15.0,21.0,,,,,26.0,33.0,2.0,,,,,,,,
Opposition,Opposition,207,69,102,309,15,19.0,18.0,31.0,,,,,33.0,26.0,4.0,,,,,,,,
