Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",23y 104d,121 (65-2-54 54.55%),161 (1.33),←,
23,"Ablett, Nathan",21y 256d,28 (18-1-9 66.07%),39 (1.39),←,
24,"Blake, Mark",21y 351d,30 (19-0-11 63.33%),2 (0.07),←,
17,"Byrnes, Shannon",23y 141d,41 (26-0-15 63.41%),16 (0.39),←,
35,"Chapman, Paul",25y 294d,132 (68-2-62 52.27%),159 (1.20),←,
11,"Corey, Joel",25y 190d,147 (78-2-67 53.74%),48 (0.33),←,
19,"Egan, Matthew",24y 47d,58 (34-1-23 59.48%),1 (0.02),←,
44,"Enright, Corey",25y 346d,121 (60-2-59 50.41%),37 (0.31),←,
2,"Harley, Tom",29y 39d,155 (85-3-67 55.81%),10 (0.06),154 (84-3-67 55.52%),9 (0.06)
8,"Hunt, Josh",25y 165d,95 (53-1-41 56.32%),13 (0.14),←,
28,"Johnson, David",25y 302d,70 (37-1-32 53.57%),16 (0.23),←,
20,"Johnson, Steve",24y 53d,83 (46-2-35 56.63%),146 (1.76),←,
9,"Kelly, James",23y 240d,104 (54-1-49 52.40%),51 (0.49),←,
4,"Mackie, Andrew",23y 19d,57 (38-0-19 66.67%),39 (0.68),←,
39,"Milburn, Darren",30y 133d,209 (108-1-100 51.91%),80 (0.38),←,
21,"Mooney, Cameron",27y 334d,140 (80-1-59 57.50%),138 (0.99),129 (70-1-58 54.65%),136 (1.05)
6,"Ottens, Brad",27y 213d,184 (87-1-96 47.55%),214 (1.16),55 (34-1-20 62.73%),62 (1.13)
22,"Playfair, Henry",24y 216d,52 (29-1-22 56.73%),29 (0.56),←,
30,"Scarlett, Matthew",28y 82d,180 (98-2-80 55.00%),16 (0.09),←,
27,"Stokes, Mathew",22y 277d,26 (19-0-7 73.08%),34 (1.31),←,
5,"Varcoe, Travis",19y 138d,17 (15-0-2 88.24%),15 (0.88),←,
40,"Wojcinski, David",26y 342d,114 (62-2-50 55.26%),37 (0.32),←,
Totals,Totals,25y 12d,2164 (1179-26-959 54.48%),1301 (0.60),,
C,"Thompson, Mark",43y 280d,181 (95-3-83 53.31%),,←,
